JD,Flux,Flux Error,Mag,Mag Error,Limit,FWHM,Filter,Quality,Camera
2457631.0717795,776.6848,0.2604,9.2342,0.0004,16.1732,1.68,V,G,bb
2457637.0448006,773.2112,0.2446,9.2390,0.0003,16.2414,1.72,V,G,bb
2457639.0435233,788.5938,0.2919,9.2176,0.0004,16.0494,1.64,V,G,bb
2457640.0504287,781.0002,0.2526,9.2282,0.0004,16.2064,1.69,V,G,bb
2457643.8567382,688.4573,0.5414,9.3651,0.0009,15.3785,1.71,V,G,bb
2457650.978424,771.2418,0.2660,9.2418,0.0004,16.1502,1.74,V,G,bb
2457654.0527301,773.0338,0.2239,9.2393,0.0003,16.3370,1.77,V,G,bb
2457657.0161417,764.5786,0.2378,9.2512,0.0003,16.2717,1.64,V,G,bb
2457657.9058895,777.7745,0.2399,9.2326,0.0003,16.2624,1.73,V,G,bb
2457659.0038147,773.2757,0.2350,9.2389,0.0003,16.2847,1.76,V,B,bb
2457661.0479917,740.4306,0.2554,9.2861,0.0004,16.1945,1.72,V,G,bb
2457664.0383793,494.6270,0.8384,9.7241,0.0018,14.9037,1.58,V,B,bb
2457668.0283308,584.0089,0.6884,9.5437,0.0013,15.1178,1.74,V,B,bb
2457668.9823267,775.1240,0.2342,9.2364,0.0003,16.2883,1.69,V,G,bb
2457669.7640018,716.3558,0.3402,9.3220,0.0005,15.8829,1.67,V,G,bb
2457670.7672091,724.2868,0.3300,9.3100,0.0005,15.9161,1.75,V,G,bb
2457671.7589287,702.8697,0.3807,9.3426,0.0006,15.7609,1.69,V,G,bb
2457672.7550722,719.1518,0.3759,9.3177,0.0006,15.7746,1.70,V,G,bb
2457673.7579983,727.1497,0.3552,9.3057,0.0005,15.8362,1.88,V,G,bb
2457674.7882605,725.0557,0.3239,9.3089,0.0005,15.9362,2.10,V,G,bb
2457675.7988545,742.2755,0.4236,9.2834,0.0006,15.6449,2.02,V,G,bb
2457676.8020973,495.3832,0.8417,9.7224,0.0018,14.8995,2.03,V,G,bb
2457677.8589002,541.2318,0.7682,9.6263,0.0015,14.9987,2.17,V,G,bb
2457678.8782026,554.5342,0.7038,9.6000,0.0014,15.0937,1.82,V,G,bb
2457680.9155978,693.9395,0.4445,9.3565,0.0007,15.5926,1.68,V,G,bb
2457681.926112,782.1276,0.2748,9.2266,0.0004,16.1147,1.71,V,G,bb
2457685.8978843,268.0103,1.1013,10.3894,0.0045,14.6076,1.74,V,B,bb
2457686.8705069,784.6836,0.2828,9.2230,0.0004,16.0838,1.77,V,G,bb
2457687.8394583,785.8562,0.2932,9.2214,0.0004,16.0445,1.61,V,G,bb
2457688.9723784,725.2550,0.3139,9.3086,0.0005,15.9702,1.78,V,G,bb
2457689.9681142,655.1527,0.5042,9.4189,0.0008,15.4559,1.72,V,G,bb
2457690.9640734,756.4594,0.1619,9.2628,0.0002,16.6891,2.00,V,G,bb
2457693.9604341,-143.4272,1.6254,14.1849,99.9990,14.1849,1.77,V,B,bb
2457694.9286352,773.0452,0.2392,9.2393,0.0003,16.2652,1.66,V,G,bb
2457695.9244502,781.6837,0.2587,9.2272,0.0004,16.1805,1.74,V,G,bb
2457698.689892,536.0334,0.8334,9.6368,0.0017,14.9102,1.75,V,G,bb
2457699.7052258,74.1087,1.3951,11.7851,0.0205,14.3508,1.64,V,B,bb
2457700.6894028,702.4332,0.4371,9.3433,0.0007,15.6109,1.67,V,G,bb
2457701.7161542,765.3045,0.2271,9.2502,0.0003,16.3218,1.72,V,G,bb
2457702.8001892,785.6536,0.2885,9.2217,0.0004,16.0621,1.67,V,G,bb
2457703.8271223,789.0447,0.3312,9.2170,0.0005,15.9122,1.77,V,G,bb
2457705.8155712,543.3684,0.7152,9.6220,0.0014,15.0763,1.76,V,G,bb
2457706.8338356,755.1387,0.2529,9.2647,0.0004,16.2049,1.85,V,G,bb
2457707.9180639,736.7251,0.3179,9.2915,0.0005,15.9567,2.03,V,G,bb
2457708.8725663,757.1972,0.1794,9.2618,0.0003,16.5781,2.18,V,G,bb
2457709.8800427,783.6627,0.2847,9.2245,0.0004,16.0764,1.77,V,G,bb
2457710.8953658,785.3928,0.2777,9.2221,0.0004,16.1034,1.80,V,G,bb
2457711.7888794,553.5590,0.7296,9.6019,0.0014,15.0546,1.73,V,B,bb
2457713.724627,-277.5306,1.7386,14.1119,99.9990,14.1119,1.84,V,B,bb
2457715.8295131,783.5079,0.2651,9.2247,0.0004,16.1538,2.06,V,G,bb
2457718.8616397,739.1336,0.2703,9.2880,0.0004,16.1329,2.19,V,G,bb
2457720.8799638,338.7014,0.9969,10.1352,0.0032,14.7157,2.06,V,B,bb
2457721.8799794,765.6451,0.1756,9.2497,0.0002,16.6009,2.04,V,G,bb
2457735.8408588,541.3826,0.7207,9.6260,0.0014,15.0679,1.67,V,G,bb
2457737.8365186,766.6355,0.2235,9.2483,0.0003,16.3391,1.72,V,G,bb
2457744.8114645,770.7888,0.2856,9.2424,0.0004,16.0731,2.02,V,G,bb
2457745.801341,762.0393,0.2156,9.2548,0.0003,16.3781,2.12,V,G,bb
2457746.8092411,757.3101,0.2225,9.2616,0.0003,16.3442,2.17,V,G,bb
2457747.8058117,758.8616,0.1967,9.2594,0.0003,16.4777,2.07,V,G,bb
2457748.8145574,-118.3333,1.4983,14.2733,99.9990,14.2733,2.29,V,B,bb
2457749.8039641,-534.8323,1.7058,14.1325,99.9990,14.1325,2.41,V,G,bb
2457755.7800617,779.6211,0.2745,9.2301,0.0004,16.1160,1.64,V,G,bb
2457756.7745344,755.1254,0.1623,9.2647,0.0002,16.6865,2.02,V,G,bb
2457757.7096855,771.5298,0.2292,9.2414,0.0003,16.3119,2.24,V,G,bb
2457758.7139897,771.8847,0.2396,9.2409,0.0003,16.2635,2.01,V,G,bb
2457759.7105902,753.8391,0.2024,9.2666,0.0003,16.4466,2.13,V,G,bb
2457761.753288,760.7793,0.1884,9.2566,0.0003,16.5247,1.79,V,G,bb
2457763.7354018,753.8445,0.1958,9.2666,0.0003,16.4826,2.03,V,G,bb
2457764.7432026,733.6115,0.3647,9.2961,0.0005,15.8075,1.86,V,G,bb
2457765.7513733,538.6273,0.7512,9.6316,0.0015,15.0229,1.68,V,G,bb
2457766.7480283,772.2567,0.2430,9.2404,0.0003,16.2482,1.71,V,G,bb
2457769.7341575,746.9367,0.2001,9.2766,0.0003,16.4593,2.13,V,G,bb
2457771.7041898,741.9856,0.2986,9.2838,0.0004,16.0246,2.41,V,G,bb
2457773.7240901,743.2408,0.2378,9.2820,0.0003,16.2718,2.29,V,G,bb
2457776.7178245,702.8117,0.3958,9.3427,0.0006,15.7188,2.04,V,B,bb
2457779.7074214,762.5884,0.2252,9.2541,0.0003,16.3309,2.00,V,G,bb
2457904.1186771,675.5363,0.5885,9.3857,0.0009,15.2880,2.05,V,G,bb
2457909.1203232,452.9448,0.8936,9.8197,0.0021,14.8345,1.78,V,G,bb
2457910.098178,696.5206,0.4079,9.3524,0.0006,15.6860,1.74,V,B,bb
2457912.0950231,693.2343,0.4421,9.3576,0.0007,15.5984,1.81,V,G,bb
2457914.0916962,704.1297,0.5124,9.3406,0.0008,15.4383,1.70,V,G,bb
2457915.095654,677.5639,0.4715,9.3824,0.0008,15.5286,1.71,V,G,bb
2457921.1010022,704.8990,0.3948,9.3395,0.0006,15.7214,1.62,V,G,bb
2457927.0705148,706.6140,0.4004,9.3368,0.0006,15.7061,1.68,V,G,bb
2457932.0554784,720.2308,0.3427,9.3161,0.0005,15.8751,1.68,V,G,bb
2457935.0487182,706.0467,0.3921,9.3377,0.0006,15.7289,2.00,V,G,bb
2457939.0332017,699.5153,0.4004,9.3478,0.0006,15.7061,1.79,V,G,bb
2457940.0371231,716.8242,0.3813,9.3212,0.0006,15.7591,1.69,V,G,bb
2457941.033237,720.3962,0.3973,9.3159,0.0006,15.7146,1.70,V,G,bb
2457958.049828,715.2516,0.4142,9.3236,0.0006,15.6692,1.78,V,G,bb
2457959.0145497,725.6409,0.4079,9.3080,0.0006,15.6859,1.70,V,G,bb
2457961.0555982,735.3541,0.2862,9.2935,0.0004,16.0707,1.72,V,G,bb
2457966.9662195,709.3865,0.3757,9.3326,0.0006,15.7754,1.63,V,G,bb
2457969.9580005,706.3973,0.3998,9.3372,0.0006,15.7078,2.01,V,G,bb
2457971.003244,672.0673,0.4904,9.3912,0.0008,15.4859,2.00,V,B,bb
2457971.9495912,678.1979,0.6770,9.3814,0.0011,15.1359,1.70,V,B,bb
2457972.9451008,636.8394,0.5979,9.4497,0.0010,15.2709,1.63,V,G,bb
2457973.952372,723.9372,0.6406,9.3105,0.0010,15.1958,1.71,V,B,bb
2457974.9896307,742.2953,0.3691,9.2833,0.0005,15.7946,1.69,V,G,bb
2457978.0334869,753.1013,0.2841,9.2676,0.0004,16.0789,1.74,V,G,bb
2457981.0813555,764.3198,0.1967,9.2516,0.0003,16.4779,1.77,V,G,bb
2457982.0693321,747.4228,0.2077,9.2759,0.0003,16.4187,1.73,V,G,bb
2457984.0718907,769.3370,0.2052,9.2445,0.0003,16.4320,1.64,V,G,bb
2457989.0701935,742.6263,0.2441,9.2829,0.0004,16.2434,1.63,V,G,bb
2457992.0778622,760.1179,0.1154,9.2576,0.0002,17.0570,1.67,V,G,bb
2457995.884735,582.8829,0.6657,9.5458,0.0012,15.1542,1.85,V,G,bb
2457996.9157533,729.4593,0.3237,9.3023,0.0005,15.9371,1.74,V,G,bb
2457998.0504994,749.3643,0.2650,9.2730,0.0004,16.1543,1.80,V,G,bb
2457998.8634715,712.5882,0.4431,9.3277,0.0007,15.5961,1.77,V,G,bb
2457999.9228679,424.6080,1.0412,9.8898,0.0027,14.6685,1.70,V,B,bb
2458000.8676002,713.8437,0.4427,9.3258,0.0007,15.5971,1.74,V,G,bb
2458001.8707693,696.5910,0.4067,9.3523,0.0006,15.6893,1.83,V,G,bb
2458002.8761972,709.2292,0.4931,9.3328,0.0008,15.4799,2.05,V,G,bb
2458003.9345224,732.9603,0.5090,9.2971,0.0008,15.4457,1.78,V,G,bb
2458007.0800494,720.5639,0.3243,9.3156,0.0005,15.9351,2.07,V,G,bb
2458013.060598,745.2030,0.2673,9.2791,0.0004,16.1449,1.65,V,G,bb
2458014.0632608,734.5801,0.2694,9.2947,0.0004,16.1362,1.64,V,G,bb
2458016.0774905,712.8736,0.3705,9.3273,0.0006,15.7904,1.70,V,G,bb
2458017.7603083,811.2706,0.6345,9.1272,0.0009,15.1466,1.44,g,G,br
2458018.0774866,711.4875,0.3533,9.3294,0.0005,15.8421,1.70,V,G,bb
2458019.7545801,741.8876,0.6979,9.2242,0.0010,15.0432,1.49,g,G,br
2458020.0631953,736.6076,0.2706,9.2917,0.0004,16.1314,1.66,V,G,bb
2458021.062476,720.2861,0.3375,9.3160,0.0005,15.8915,1.65,V,G,bb
2458022.0579547,732.1316,0.2739,9.2983,0.0004,16.1183,1.74,V,G,bb
2458022.8106691,699.3874,0.4055,9.3480,0.0006,15.6923,1.84,V,G,bb
2458023.8307114,338.4742,9.1568,10.1360,0.0294,12.3080,1.77,V,B,bb
2458026.7890966,678.3544,0.4697,9.3811,0.0008,15.5329,1.70,V,G,bb
2458028.7875843,682.0769,0.4802,9.3752,0.0008,15.5087,1.69,V,G,bb
2458029.9511554,748.2099,0.2790,9.2747,0.0004,16.0983,1.71,V,G,bb
2458032.9409111,503.7051,0.8261,9.7043,0.0018,14.9198,1.99,V,G,bb
2458033.8513642,638.3648,0.1550,9.3874,0.0003,16.6767,1.53,g,G,br
2458034.0087935,690.1945,0.4330,9.3624,0.0007,15.6211,1.62,V,G,bb
2458034.86667,735.0344,0.6640,9.2343,0.0010,15.0972,1.59,g,G,br
2458035.9079091,735.4045,0.6764,9.2337,0.0010,15.0771,1.56,g,G,br
2458037.0148485,718.4610,0.3390,9.3188,0.0005,15.8870,1.65,V,G,bb
2458038.0141758,705.4809,0.3717,9.3386,0.0006,15.7869,1.71,V,G,bb
2458039.9080941,611.7925,0.6120,9.4336,0.0011,15.1858,1.48,g,G,br
2458044.8328421,625.8899,0.6251,9.4088,0.0011,15.1628,1.54,g,G,br
2458045.8319334,482.7386,0.4159,9.6908,0.0009,15.6051,1.54,g,B,br
2458045.9160381,723.5273,0.3295,9.3111,0.0005,15.9176,2.01,V,G,bb
2458046.8246311,669.0271,0.4750,9.3962,0.0008,15.5206,2.42,V,G,bb
2458047.7929746,723.4453,0.3154,9.3113,0.0005,15.9652,2.06,V,G,bb
2458047.8494372,734.0950,0.6979,9.2357,0.0010,15.0432,1.60,g,G,br
2458048.7895655,701.7740,0.3945,9.3443,0.0006,15.7224,1.74,V,G,bb
2458048.8337915,601.7926,0.5959,9.4514,0.0011,15.2148,2.03,g,G,br
2458049.7736158,396.7717,1.0307,9.9634,0.0028,14.6795,1.65,V,B,bb
2458049.8299888,736.0503,0.6971,9.2328,0.0010,15.0444,1.66,g,G,br
2458050.6844532,635.5229,0.6411,9.3922,0.0011,15.1353,1.45,g,G,br
2458052.6522635,739.3636,0.6961,9.2279,0.0010,15.0459,2.01,g,G,br
2458053.6242121,614.2861,0.6177,9.4291,0.0011,15.1757,1.47,g,G,br
2458054.6019463,728.1296,0.6658,9.2445,0.0010,15.0943,1.50,g,G,br
2458055.590274,727.0729,0.6686,9.2461,0.0010,15.0897,1.62,g,G,br
2458057.6227712,685.1226,0.5938,9.3106,0.0009,15.2186,2.08,g,G,br
2458058.7110717,624.2353,0.4729,9.4117,0.0008,15.4657,1.58,g,G,br
2458059.6911139,667.6099,0.7072,9.3985,0.0012,15.0886,1.70,V,G,bb
2458059.7251731,608.1649,0.4396,9.4400,0.0008,15.5450,1.44,g,G,br
2458062.6978673,674.2244,0.5116,9.3878,0.0008,15.4401,1.84,V,G,bb
2458062.8137152,471.8227,0.3630,9.7156,0.0008,15.7528,1.75,g,G,br
2458063.7400003,699.2619,0.4051,9.3482,0.0006,15.6934,1.70,V,G,bb
2458063.8514472,698.5660,1.1323,9.2895,0.0018,14.5177,1.48,g,B,br
2458064.8565548,493.4988,0.4570,9.6669,0.0010,15.5030,1.51,g,B,br
2458066.7528065,687.2087,0.4470,9.3671,0.0007,15.5866,1.73,V,B,bb
2458066.8425481,711.7643,0.6398,9.2692,0.0010,15.1375,1.73,g,G,br
2458067.7545377,706.1358,0.3769,9.3376,0.0006,15.7718,1.65,V,G,bb
2458067.8421688,713.1564,0.6435,9.2671,0.0010,15.1313,1.64,g,G,br
2458069.8328942,611.6426,0.6013,9.4338,0.0011,15.2048,1.36,g,G,br
2458070.742475,685.4909,0.4288,9.3698,0.0007,15.6318,1.85,V,G,bb
2458071.7382985,668.6656,0.4766,9.3968,0.0008,15.5169,2.20,V,G,bb
2458072.7343962,679.1891,0.4411,9.3798,0.0007,15.6011,1.79,V,G,bb
2458072.754706,745.0625,0.6910,9.2196,0.0010,15.0540,1.49,g,G,br
2458074.7479451,742.6787,0.6891,9.2231,0.0010,15.0569,1.44,g,G,br
2458074.9140766,709.7660,0.3480,9.3320,0.0005,15.8585,1.71,V,G,bb
2458075.743712,746.3676,0.6898,9.2177,0.0010,15.0559,1.49,g,G,br
2458075.9101303,706.1397,0.3730,9.3376,0.0006,15.7832,1.69,V,G,bb
2458076.9100835,516.1477,0.8599,9.6778,0.0018,14.8763,1.75,V,B,bb
2458077.7362596,733.5949,0.6776,9.2364,0.0010,15.0752,1.60,g,G,br
2458077.9068342,676.4745,0.4607,9.3842,0.0007,15.5539,2.07,V,G,bb
2458078.9069317,711.3014,0.3737,9.3296,0.0006,15.7809,1.84,V,G,bb
2458079.7365046,714.6086,0.6362,9.2649,0.0010,15.1436,1.99,g,G,br
2458079.9028478,711.8644,0.3633,9.3288,0.0006,15.8118,1.70,V,G,bb
2458080.6839625,734.7944,0.6776,9.2347,0.0010,15.0752,1.58,g,G,br
2458081.5881676,709.7500,0.6345,9.2723,0.0010,15.1465,2.09,g,G,br
2458082.5587269,610.8860,0.5963,9.4352,0.0011,15.2139,1.84,g,G,br
2458082.7299146,715.8337,0.3553,9.3228,0.0005,15.8359,2.00,V,G,bb
2458083.5512103,741.0537,0.6816,9.2254,0.0010,15.0688,1.57,g,G,br
2458084.5476323,713.2980,0.6372,9.2669,0.0010,15.1419,1.98,g,G,br
2458085.6179146,627.1645,0.6416,9.4066,0.0011,15.1345,1.65,g,G,br
2458087.7882202,564.6648,0.5223,9.5206,0.0010,15.3577,2.10,g,G,br
2458091.8690158,687.4433,0.4416,9.3667,0.0007,15.5999,2.17,V,G,bb
2458092.5587901,731.4282,0.6592,9.2396,0.0010,15.1051,1.53,g,G,br
2458097.8517457,702.0662,0.3913,9.3438,0.0006,15.7310,1.74,V,G,bb
2458099.6862124,621.3455,0.6096,9.4167,0.0011,15.1901,1.52,g,G,br
2458099.8367293,567.8381,0.6761,9.5742,0.0013,15.1373,2.04,V,B,bb
2458100.6597523,739.7161,0.6858,9.2274,0.0010,15.0621,1.57,g,G,br
2458101.6570702,610.7690,0.5894,9.4354,0.0010,15.2267,1.47,g,G,br
2458103.6688317,586.5592,0.5595,9.4793,0.0010,15.2832,1.51,g,G,br
2458104.6649892,714.5585,0.6294,9.2650,0.0010,15.1553,1.62,g,G,br
2458105.661719,735.3851,0.6678,9.2338,0.0010,15.0910,1.50,g,G,br
2458107.7430914,702.7279,0.6241,9.2831,0.0010,15.1645,1.60,g,G,br
2458110.553561,556.5434,0.4962,9.5363,0.0010,15.4135,1.72,g,G,br
2458111.8075298,688.7587,0.4251,9.3646,0.0007,15.6412,2.18,V,G,bb
2458112.5525795,679.9325,0.5629,9.3189,0.0009,15.2766,1.55,g,G,br
2458112.8175158,689.1332,0.4279,9.3640,0.0007,15.6340,2.27,V,G,bb
2458113.5903181,743.3295,0.6843,9.2221,0.0010,15.0645,1.49,g,G,br
2458114.635026,397.8020,0.9375,9.9009,0.0026,14.7227,1.45,g,B,br
2458116.7819803,659.6473,0.4987,9.4115,0.0008,15.4677,2.44,V,G,bb
2458117.7362225,739.0795,0.2905,9.2881,0.0004,16.0545,1.93,V,G,bb
2458117.7363707,691.4645,0.5904,9.3006,0.0009,15.2248,1.60,g,G,br
2458118.5772306,521.7298,0.4598,9.6065,0.0010,15.4962,1.66,g,G,br
2458121.7904089,692.1953,0.4400,9.3592,0.0007,15.6037,1.66,V,G,bb
2458122.6999425,-213.6819,1.6790,14.0900,99.9990,14.0900,1.61,g,B,br
2458122.7676462,664.1264,0.5339,9.4042,0.0009,15.3938,1.67,V,B,bb
2458123.7730933,711.5981,0.3752,9.3292,0.0006,15.7766,2.02,V,B,bb
2458124.7311205,561.4116,0.5105,9.5269,0.0010,15.3827,1.50,g,G,br
2458124.7722958,711.6565,0.4255,9.3291,0.0006,15.6401,2.02,V,G,bb
2458125.7689102,682.0354,0.4365,9.3753,0.0007,15.6123,2.19,V,B,bb
2458126.7691298,686.5837,0.4330,9.3680,0.0007,15.6211,2.22,V,G,bb
2458127.762973,718.3146,0.3563,9.3190,0.0005,15.8329,2.06,V,G,bb
2458128.6921083,554.3078,0.4962,9.5407,0.0010,15.4135,1.52,g,G,br
2458128.7622609,716.6862,0.3767,9.3215,0.0006,15.7723,1.88,V,G,bb
2458129.6685716,683.5597,0.5940,9.3131,0.0009,15.2181,2.06,g,G,br
2458129.7586799,259.3033,1.1591,10.4253,0.0049,14.5520,1.70,V,B,bb
2458130.6618624,716.0868,0.6438,9.2627,0.0010,15.1308,1.49,g,G,br
2458130.7530983,747.6673,0.2148,9.2755,0.0003,16.3821,1.70,V,G,bb
2458131.7520033,715.4776,0.3459,9.3233,0.0005,15.8648,1.69,V,G,bb
2458132.6504908,712.9420,0.6327,9.2674,0.0010,15.1496,1.54,g,G,br
2458132.7255056,733.5790,0.2841,9.2962,0.0004,16.0786,2.00,V,G,bb
2458133.6473544,709.1249,0.6262,9.2733,0.0010,15.1608,1.46,g,G,br
2458133.7181747,734.6878,0.2698,9.2945,0.0004,16.1346,1.75,V,G,bb
2458134.7190463,742.7008,0.2482,9.2827,0.0004,16.2253,1.77,V,G,bb
2458135.707577,738.2490,0.2786,9.2893,0.0004,16.0999,1.78,V,G,bb
2458136.7100058,725.5158,0.3073,9.3082,0.0005,15.9933,2.15,V,G,bb
2458137.6094629,589.4149,0.5670,9.4740,0.0010,15.2686,1.56,g,G,br
2458137.727677,711.4746,0.3501,9.3294,0.0005,15.8519,2.12,V,G,bb
2458138.5690438,610.7546,0.5906,9.4354,0.0011,15.2245,1.50,g,G,br
2458138.7242953,728.3163,0.2974,9.3040,0.0004,16.0291,1.76,V,G,bb
2458139.5621978,724.6140,0.6558,9.2498,0.0010,15.1107,1.87,g,G,br
2458141.5596608,722.3977,0.6519,9.2531,0.0010,15.1173,1.76,g,G,br
2458142.5713646,581.2394,0.5469,9.4892,0.0010,15.3078,1.92,g,G,br
2458143.5866899,716.3155,0.6461,9.2623,0.0010,15.1268,1.47,g,G,br
2458144.6206333,704.2235,0.6253,9.2808,0.0010,15.1625,1.60,g,G,br
2458145.665754,653.4621,0.5240,9.3620,0.0009,15.3543,2.09,g,G,br
2458153.6525286,632.0520,0.4665,9.3982,0.0008,15.4805,1.51,g,G,br
2458154.6150232,679.0071,0.5715,9.3204,0.0009,15.2601,1.50,g,G,br
2458155.6259552,679.9348,0.5748,9.3189,0.0009,15.2538,1.48,g,G,br
2458157.5794487,668.4998,0.5699,9.3373,0.0009,15.2632,2.21,g,G,br
2458158.6166488,212.5221,0.6400,10.5816,0.0033,15.1372,1.50,g,G,br
2458159.6138151,562.2547,0.4549,9.5252,0.0009,15.5078,1.53,g,B,br
2458160.5737505,666.0229,0.5390,9.3413,0.0009,15.3237,1.67,g,B,br
2458161.6076195,517.0591,0.4235,9.6162,0.0009,15.5856,1.59,g,G,br
2458162.5784578,693.6916,0.5994,9.2971,0.0009,15.2084,1.48,g,G,br
2458163.5752974,576.3914,0.5397,9.4983,0.0010,15.3222,1.53,g,G,br
2458164.6051908,593.2018,0.3635,9.4671,0.0007,15.7514,2.21,g,G,br
2458170.5721335,691.9258,0.5957,9.2999,0.0009,15.2151,1.47,g,G,br
2458171.5757985,652.8183,0.5124,9.3631,0.0009,15.3786,2.00,g,G,br
2458173.5729187,545.9795,0.4985,9.5571,0.0010,15.4084,1.60,g,G,br
2458174.5742759,544.5703,0.4809,9.5599,0.0010,15.4475,1.58,g,G,br
2458281.9362635,450.6677,0.2359,9.7654,0.0006,16.2210,1.46,g,G,br
2458282.9366646,299.0558,0.5129,10.2107,0.0019,15.3776,1.51,g,G,br
2458285.0895318,735.1042,0.2832,9.2939,0.0004,16.0822,2.02,V,G,bb
2458287.0661064,706.6366,0.3522,9.3368,0.0005,15.8455,2.02,V,G,bb
2458291.0754714,731.9632,0.2844,9.2986,0.0004,16.0774,2.06,V,G,bb
2458291.9163176,503.5350,0.3936,9.6450,0.0008,15.6651,1.42,g,G,br
2458293.9500102,504.8618,0.3974,9.6421,0.0009,15.6545,1.61,g,G,br
2458295.0648299,751.5822,0.2236,9.2698,0.0003,16.3389,1.65,V,G,bb
2458297.0662753,749.0445,0.2526,9.2735,0.0004,16.2064,1.98,V,G,bb
2458298.0570188,732.9681,0.3495,9.2971,0.0005,15.8538,2.18,V,G,bb
2458299.0991594,773.6101,0.2725,9.2385,0.0004,16.1239,1.68,V,G,bb
2458305.1105888,756.4138,0.1971,9.2629,0.0003,16.4754,1.66,V,B,bb
2458309.0700856,763.2880,0.1911,9.2531,0.0003,16.5092,1.98,V,G,bb
2458311.0570188,319.0467,1.1537,10.2001,0.0039,14.5571,1.65,V,B,bb
2458312.077485,767.1286,0.2457,9.2476,0.0003,16.2365,1.65,V,G,bb
2458312.9517692,509.9357,0.3977,9.6313,0.0008,15.6538,1.43,g,G,br
2458316.1096298,769.4959,0.1937,9.2443,0.0003,16.4944,2.05,V,G,bb
2458319.0005638,701.8308,0.3808,9.3442,0.0006,15.7605,2.01,V,B,bb
2458321.9918089,746.9338,0.2337,9.2766,0.0003,16.2905,1.62,V,G,bb
2458323.9901297,546.7436,0.7610,9.6153,0.0015,15.0090,2.01,V,B,bb
2458324.9873808,678.2071,0.4596,9.3814,0.0007,15.5564,2.42,V,B,bb
2458325.9826305,727.8428,0.4488,9.3047,0.0007,15.5823,2.04,V,G,bb
2458328.9784944,657.4381,0.5544,9.4151,0.0009,15.3528,2.45,V,G,bb
2458332.126803,634.7685,0.5573,9.4532,0.0010,15.3470,2.35,V,G,bb
2458333.9295241,333.9029,0.5577,10.0910,0.0018,15.2867,1.52,g,B,br
2458335.1163052,-14.0916,1.4289,14.3249,99.9990,14.3249,2.25,V,B,bb
2458336.1064924,733.8033,0.2870,9.2958,0.0004,16.0677,2.16,V,G,bb
2458336.9011665,503.8802,0.3944,9.6442,0.0009,15.6629,1.49,g,G,br
2458338.0235612,741.6665,0.2422,9.2843,0.0004,16.2517,2.20,V,G,bb
2458343.0553556,773.6856,0.2430,9.2384,0.0003,16.2483,1.69,V,G,bb
2458346.0725081,167.8254,1.2597,10.8976,0.0082,14.4617,2.02,V,B,bb
2458347.9288466,703.1351,0.4121,9.3422,0.0006,15.6749,1.66,V,G,bb
2458348.9830068,747.4765,0.2189,9.2758,0.0003,16.3618,1.62,V,G,bb
2458352.0026378,745.3027,0.2258,9.2789,0.0003,16.3278,2.20,V,G,bb
2458352.8926768,180.1467,1.1913,10.8207,0.0072,14.5223,2.05,V,B,bb
2458361.0251883,776.1281,0.2957,9.2349,0.0004,16.0352,1.99,V,G,bb
2458362.0896031,734.4592,0.2904,9.2949,0.0004,16.0548,2.32,V,G,bb
2458362.8127546,504.4173,0.3867,9.6431,0.0008,15.6842,1.41,g,G,br
2458366.072443,765.7064,0.2246,9.2496,0.0003,16.3337,1.68,V,G,bb
2458366.7856669,451.0222,0.2676,9.7646,0.0006,16.0840,1.44,g,G,br
2458371.0131086,771.7505,0.2286,9.2411,0.0003,16.3146,2.03,V,G,bb
2458372.0120343,746.9159,0.2026,9.2766,0.0003,16.4460,2.05,V,G,bb
2458373.0310943,760.9791,0.1525,9.2563,0.0002,16.7540,2.05,V,G,bb
2458377.8259708,733.2863,0.2605,9.2966,0.0004,16.1730,2.02,V,G,bb
2458378.8251656,732.2892,0.2695,9.2981,0.0004,16.1361,2.06,V,G,bb
2458379.8828774,674.4617,0.4431,9.3874,0.0007,15.5962,2.40,V,G,bb
2458383.8103856,661.8149,0.5454,9.4079,0.0009,15.3706,2.25,V,G,bb
2458385.844204,727.9812,0.3315,9.3045,0.0005,15.9113,1.99,V,G,bb
2458392.0115004,107.8290,1.4767,11.3779,0.0149,14.2891,2.09,V,B,bb
2458393.0447833,690.2649,0.4216,9.3622,0.0007,15.6500,2.23,V,G,bb
2458394.0381656,360.2043,1.0556,10.0684,0.0032,14.6536,2.36,V,B,bb
2458396.0411139,608.9277,0.5878,9.4984,0.0010,15.2893,2.04,V,G,bb
2458396.8407003,470.8418,0.8134,9.7776,0.0019,14.9366,2.45,V,B,bb
2458402.0161557,755.0643,0.1897,9.2648,0.0003,16.5171,1.66,V,G,bb
2458402.7069303,530.9600,0.4441,9.5874,0.0009,15.5340,1.45,g,G,br
2458404.0195362,-36.7067,1.5923,14.2073,99.9990,14.2073,1.69,V,B,bb
2458408.7445589,732.7120,0.2571,9.2974,0.0004,16.1873,1.65,V,G,bb
2458409.9572162,724.3515,0.2958,9.3099,0.0004,16.0348,2.19,V,G,bb
2458413.7841113,699.9074,0.5025,9.3472,0.0008,15.4595,2.42,V,G,bb
2458416.9594513,740.6070,0.2768,9.2858,0.0004,16.1070,2.07,V,G,bb
2458417.9171484,462.3180,0.3706,9.7377,0.0009,15.7303,1.46,g,G,br
2458423.955909,718.8492,0.3323,9.3182,0.0005,15.9086,1.64,V,G,bb
