JD,Flux,Flux Error,Mag,Mag Error,Limit,FWHM,Filter,Quality,Camera
2458424.7632721,500.4171,0.3754,9.6517,0.0008,15.7165,2.02,g,G,br
2458425.852409,502.2580,0.3809,9.6477,0.0008,15.7008,1.50,g,G,br
2458427.8524924,754.5056,0.2115,9.2656,0.0003,16.3991,1.73,V,G,bb
2458428.8853453,766.9170,0.2685,9.2479,0.0004,16.1398,1.64,V,G,bb
2458430.9326843,720.1947,0.3630,9.3162,0.0005,15.8127,2.16,V,G,bb
2458431.9291223,732.1553,0.2929,9.2983,0.0004,16.0456,2.15,V,G,bb
2458432.9138242,681.6057,0.4595,9.3759,0.0007,15.5567,1.64,V,B,bb
2458434.9247993,729.5189,0.3014,9.3022,0.0004,16.0146,2.04,V,G,bb
2458435.8317361,661.4908,0.5077,9.4085,0.0008,15.4483,2.10,V,B,bb
2458436.7543026,759.6529,0.1700,9.2582,0.0002,16.6364,1.66,V,G,bb
2458442.6877369,716.2323,0.3954,9.3221,0.0006,15.7197,2.49,V,G,bb
2458445.8606486,520.2850,0.7546,9.6692,0.0016,15.0180,2.02,V,G,bb
2458447.8848572,731.9168,0.2858,9.2986,0.0004,16.0721,2.04,V,G,bb
2458448.6297002,507.1844,0.3907,9.6372,0.0008,15.6731,1.47,g,G,br
2458449.6992801,657.7897,0.4817,9.4146,0.0008,15.5055,2.35,V,G,bb
2458450.8072859,476.0824,0.3200,9.7059,0.0007,15.8899,1.45,g,G,br
2458451.8737868,749.6664,0.2020,9.2726,0.0003,16.4491,1.66,V,G,bb
2458452.7651778,352.1340,0.1414,10.0333,0.0004,16.7762,2.37,g,B,bB
2458455.8623548,363.4869,0.1651,9.9988,0.0005,16.6086,2.09,g,G,bB
2458456.8626812,381.6786,0.2232,9.9458,0.0006,16.2809,2.15,g,G,bB
2458457.8505541,363.3274,0.1804,9.9993,0.0005,16.5120,2.02,g,G,bB
2458458.8551159,370.6898,0.1703,9.9775,0.0005,16.5744,2.18,g,G,bB
2458459.8512231,381.0970,0.1647,9.9475,0.0005,16.6106,2.09,g,G,bB
2458460.8475592,357.9434,0.1676,10.0155,0.0005,16.5917,2.18,g,G,bB
2458464.8366906,350.3879,0.1431,10.0387,0.0004,16.7635,2.10,g,G,bB
2458465.8371452,359.1661,0.1339,10.0118,0.0004,16.8354,2.39,g,G,bB
2458466.7527924,372.8216,0.1444,9.9713,0.0004,16.7541,2.10,g,G,bB
2458467.7293449,380.3893,0.1804,9.9495,0.0005,16.5121,2.11,g,G,bB
2458469.7301275,385.1847,0.1610,9.9359,0.0005,16.6354,2.22,g,G,bB
2458470.7573696,264.2364,0.8276,10.3451,0.0034,14.8581,1.60,g,B,bB
2458472.8081238,357.3602,0.2212,10.0173,0.0007,16.2906,2.13,g,G,bB
2458473.7852852,346.3202,0.2093,10.0514,0.0007,16.3509,2.10,g,G,bB
2458476.7987838,364.7966,0.1482,9.9949,0.0004,16.7254,2.19,g,G,bB
2458483.7812585,394.5174,0.2245,9.9099,0.0006,16.2744,2.09,g,G,bB
2458484.7829309,360.9048,0.1461,10.0066,0.0004,16.7412,2.20,g,G,bB
2458485.7786111,375.2305,0.1695,9.9643,0.0005,16.5797,2.12,g,G,bB
2458486.7684668,387.9928,0.1890,9.9280,0.0005,16.4616,2.03,g,G,bB
2458489.7680591,390.3206,0.2014,9.9215,0.0006,16.3925,2.13,g,G,bB
2458490.7639008,358.4906,0.1030,10.0139,0.0003,17.1210,2.12,g,G,bB
2458492.7507402,361.0921,0.1334,10.0060,0.0004,16.8398,2.20,g,G,bB
2458493.7506174,365.9555,0.1152,9.9915,0.0003,16.9990,2.38,g,G,bB
2458494.7504823,375.7981,0.1709,9.9627,0.0005,16.5706,2.25,g,G,bB
2458495.7401099,374.2783,0.1455,9.9671,0.0004,16.7454,2.36,g,G,bB
2458497.7293246,387.7983,0.2000,9.9286,0.0006,16.4000,2.08,g,G,bB
2458498.7258666,374.4866,0.1576,9.9665,0.0005,16.6586,2.21,g,G,bB
2458499.738049,378.8244,0.1816,9.9540,0.0005,16.5051,2.07,g,G,bB
2458501.7310384,387.2624,0.2130,9.9301,0.0006,16.3319,2.27,g,G,bB
2458503.7202651,342.7830,0.2259,10.0625,0.0007,16.2678,2.25,g,G,bB
2458504.6839459,291.3545,0.6000,10.2390,0.0022,15.2072,1.52,g,G,br
2458505.6771116,278.4203,0.5888,10.2883,0.0023,15.2277,1.59,g,B,br
2458506.7176021,359.3090,0.0817,10.0114,0.0002,17.3717,2.46,g,G,bB
2458507.7141772,376.4711,0.1767,9.9607,0.0005,16.5343,2.36,g,G,bB
2458510.7089031,335.9825,0.2211,10.0843,0.0007,16.2911,2.08,g,G,bB
2458512.6591931,406.1889,0.2343,9.8782,0.0006,16.2282,1.58,g,G,br
2458515.6494255,405.4001,0.2458,9.8804,0.0007,16.1762,1.44,g,G,br
2458522.6278281,438.5592,0.1865,9.7950,0.0005,16.4760,1.52,g,G,br
2458523.6247957,389.8020,0.3103,9.9230,0.0009,15.9231,1.44,g,G,br
2458526.6189728,383.5652,0.3197,9.9405,0.0009,15.8906,1.58,g,G,br
2458527.6153275,401.8057,0.2880,9.8900,0.0008,16.0043,1.55,g,G,br
2458529.6089378,226.5302,0.7020,10.5123,0.0034,15.0367,1.61,g,B,br
2458531.6024862,376.5842,0.3709,9.9604,0.0011,15.7295,1.56,g,G,br
2458537.5833982,299.8807,0.5005,10.2077,0.0018,15.4042,2.21,g,G,br
2458540.5700638,419.4238,0.3802,9.8434,0.0010,15.7026,2.25,g,G,br
2458541.5743277,424.8665,0.1484,9.8294,0.0004,16.7239,2.01,g,G,br
2458632.1152217,323.1630,0.2929,10.1265,0.0010,15.9858,2.02,g,G,bB
2458633.1113991,326.4522,0.2619,10.1155,0.0009,16.1072,2.18,g,G,bB
2458634.1081266,331.5451,0.2480,10.0987,0.0008,16.1667,1.99,g,G,bB
2458635.1045152,335.2605,0.2087,10.0866,0.0007,16.3538,2.11,g,G,bB
2458636.1046927,350.7918,0.1432,10.0374,0.0004,16.7629,2.03,g,G,bB
2458637.1011313,336.6433,0.2048,10.0821,0.0007,16.3745,2.00,g,G,bB
2458638.097688,301.3205,0.2927,10.2025,0.0011,15.9866,2.39,g,G,bB
2458640.0942125,78.9822,0.8380,11.6562,0.0115,14.8445,1.99,g,B,bB
2458642.0871254,351.9620,0.1643,10.0338,0.0005,16.6138,2.01,g,G,bB
2458643.0796269,313.8169,0.2656,10.1584,0.0009,16.0922,2.09,g,G,bB
2458644.0799709,337.5943,0.1795,10.0791,0.0006,16.5175,2.03,g,G,bB
2458645.0802265,349.4444,0.1431,10.0416,0.0004,16.7636,2.06,g,G,bB
2458649.0792989,339.5878,0.2238,10.0727,0.0007,16.2780,2.01,g,G,bB
2458650.0787872,332.8775,0.2264,10.0944,0.0007,16.2657,2.02,g,G,bB
2458653.0767353,324.3471,0.3424,10.1225,0.0011,15.8164,2.02,g,G,bB
2458654.0600415,293.0065,0.3418,10.2329,0.0013,15.8182,2.09,g,G,bB
2458655.0597524,327.5840,0.2589,10.1118,0.0009,16.1200,2.03,g,G,bB
2458656.0568021,233.9121,0.4752,10.4774,0.0022,15.4604,1.99,g,B,bB
2458657.0525152,337.5348,0.2372,10.0793,0.0008,16.2146,2.01,g,G,bB
2458660.0457975,314.8438,0.3046,10.1548,0.0011,15.9432,2.04,g,G,bB
2458668.0156573,336.1772,0.1971,10.0836,0.0006,16.4160,2.09,g,G,bB
2458669.0195638,334.4431,0.1897,10.0893,0.0006,16.4572,2.03,g,G,bB
2458670.0181375,340.2828,0.1702,10.0705,0.0005,16.5751,1.99,g,G,bB
2458671.0669864,368.1985,0.1428,9.9849,0.0004,16.7659,2.20,g,G,bB
2458678.9210975,417.4647,0.2026,9.8485,0.0005,16.3858,1.53,g,G,br
2458688.9761236,355.1000,0.1874,10.0242,0.0006,16.4709,2.09,g,G,bB
2458689.9758648,350.5766,0.1622,10.0381,0.0005,16.6276,2.03,g,G,bB
2458690.8221056,385.2925,0.2998,9.9356,0.0008,15.9605,1.40,g,G,br
2458692.0169021,362.1879,0.1201,10.0027,0.0004,16.9534,2.04,g,G,bB
2458694.9882443,359.3054,0.1075,10.0114,0.0003,17.0744,2.10,g,G,bB
2458701.054968,370.2166,0.2084,9.9789,0.0006,16.3555,2.03,g,G,bB
2458704.8623213,328.0072,0.4575,10.1104,0.0015,15.5016,1.43,g,G,br
2458706.0942772,363.7831,0.1660,9.9980,0.0005,16.6026,2.00,g,G,bB
2458707.9017343,403.7567,0.2619,9.8848,0.0007,16.1073,1.44,g,G,br
2458707.9264999,323.2079,0.3435,10.1264,0.0012,15.8129,2.00,g,G,bB
2458709.0224,362.1071,0.2759,10.0030,0.0008,16.0507,2.03,g,G,bB
2458719.9196779,327.0696,0.2393,10.1135,0.0008,16.2051,2.27,g,G,bB
2458721.9471161,339.7161,0.1871,10.0723,0.0006,16.4726,2.07,g,G,bB
2458723.9984204,404.6657,0.2542,9.8823,0.0007,16.1399,2.06,g,G,bB
2458725.0160885,375.6871,0.1672,9.9630,0.0005,16.5942,2.15,g,G,bB
2458727.8129706,374.3070,0.3514,9.9670,0.0010,15.7882,1.43,g,G,br
2458732.9323352,363.2252,0.1175,9.9996,0.0004,16.9778,2.01,g,G,bB
2458733.9085072,138.5999,0.7140,11.0457,0.0056,15.0184,2.02,g,B,bB
2458735.0480696,402.9461,0.2305,9.8869,0.0006,16.2457,2.07,g,G,bB
2458736.9920005,373.1908,0.3943,9.9702,0.0011,15.6630,2.32,g,B,bB
2458737.8829472,311.2790,0.4876,10.1672,0.0017,15.4326,2.02,g,B,bB
2458741.0401639,314.4340,0.4810,10.1562,0.0017,15.4472,2.15,g,G,bB
2458741.0414565,320.3177,0.5380,10.1361,0.0018,15.3257,2.15,g,G,bB
2458744.9865007,363.5918,0.1888,9.9985,0.0006,16.4627,2.06,g,G,bB
2458748.8172834,313.9794,0.2947,10.1578,0.0010,15.9792,2.02,g,G,bB
2458751.0036202,382.9177,0.1434,9.9423,0.0004,16.7615,2.02,g,G,bB
2458752.006812,382.7889,0.1445,9.9427,0.0004,16.7531,2.06,g,G,bB
2458753.963877,351.7930,0.1152,10.0343,0.0004,16.9990,2.03,g,G,bB
2458755.6506723,292.8721,0.5183,10.2334,0.0019,15.3661,1.45,g,G,br
2458756.0713841,336.3201,0.1815,10.0832,0.0006,16.5053,2.01,g,G,bB
2458760.6589244,308.1136,0.4999,10.1783,0.0018,15.4054,2.29,g,G,br
2458762.8730937,391.0820,0.3080,9.9194,0.0009,15.9313,1.43,g,G,br
2458764.7857725,338.4242,0.2355,10.0764,0.0008,16.2226,2.01,g,G,bB
2458764.9659715,312.6092,0.4870,10.1626,0.0017,15.4338,1.46,g,G,br
2458765.8040356,309.3221,0.2801,10.1740,0.0010,16.0345,2.01,g,B,bB
2458766.8505006,409.3249,0.2928,9.8699,0.0008,15.9861,1.44,g,G,br
2458771.684007,261.3125,0.6469,10.3572,0.0027,15.1255,1.56,g,B,br
2458772.6555788,404.8363,0.3379,9.8819,0.0009,15.8307,1.46,g,G,br
2458773.6133833,368.9276,0.3592,9.9827,0.0011,15.7643,1.47,g,G,br
2458776.0005344,233.7086,0.5262,10.4784,0.0024,15.3497,1.98,g,B,bB
2458777.800592,514.4124,0.4260,9.6218,0.0009,15.5791,1.51,g,G,br
2458778.911742,384.3669,0.1794,9.9382,0.0005,16.5181,2.34,g,G,bB
2458779.7993548,364.0333,0.0985,9.9972,0.0003,17.1692,2.02,g,G,bB
2458780.9864591,360.5418,0.0633,10.0077,0.0002,17.6487,2.04,g,G,bB
2458781.7997523,362.1425,0.0993,10.0029,0.0003,17.1599,2.33,g,G,bB
2458784.7848247,521.0890,0.4313,9.6078,0.0009,15.5657,1.39,g,G,br
2458785.7465424,497.7722,0.3875,9.6575,0.0008,15.6820,1.37,g,G,br
2458786.8292136,496.9931,0.3682,9.6592,0.0008,15.7375,1.43,g,G,br
2458789.8200621,493.4626,0.3623,9.6669,0.0008,15.7550,1.50,g,G,br
2458790.7697565,375.3162,0.1678,9.9641,0.0005,16.5908,2.00,g,G,bB
2458793.8257043,-38.1485,1.0216,14.6295,99.9990,14.6295,1.45,g,B,br
2458794.9439882,340.1208,0.1793,10.0710,0.0006,16.5185,2.03,g,G,bB
2458797.9315315,316.9959,0.3129,10.1474,0.0011,15.9140,2.08,g,G,bB
2458802.8627056,399.8026,0.2299,9.8955,0.0006,16.2489,2.03,g,G,bB
2458804.7969926,405.2256,0.2094,9.8808,0.0006,16.3503,2.08,g,G,bB
2458805.638323,486.3361,0.3411,9.6827,0.0008,15.8204,1.43,g,G,br
2458806.5911281,494.6904,0.3606,9.6642,0.0008,15.7602,1.64,g,G,br
2458810.7734944,229.8556,0.6956,10.4964,0.0033,15.0468,2.12,g,B,bB
2458811.5930883,320.1665,0.5002,10.1366,0.0017,15.4048,1.60,g,B,br
2458811.9033136,368.5566,0.1407,9.9838,0.0004,16.7815,2.05,g,G,bB
2458812.5555504,452.1621,0.3072,9.7618,0.0007,15.9342,1.56,g,B,br
2458812.8785791,355.9907,0.1338,10.0215,0.0004,16.8366,2.10,g,G,bB
2458813.8920143,370.3133,0.1115,9.9786,0.0003,17.0343,2.04,g,G,bB
2458815.8920405,341.2165,0.1801,10.0675,0.0006,16.5136,2.01,g,G,bB
2458818.746941,-17.7783,1.0601,14.5893,99.9990,14.5893,1.47,g,B,br
2458818.7481582,627.6785,0.5652,9.4057,0.0010,15.2721,1.43,g,B,br
2458819.7280031,505.3667,0.3989,9.6410,0.0009,15.6504,1.44,g,G,br
