JD,Flux,Flux Error,Mag,Mag Error,Limit,FWHM,Filter,Quality,Camera
2459120.0444283,334.0844,0.1926,10.0904,0.0006,16.4412,2.01,g,G,bB
2459120.8165634,315.6058,0.2181,10.1522,0.0008,16.3062,2.23,g,G,bB
2459121.8821988,350.1017,0.1673,10.0396,0.0005,16.5937,2.07,g,G,bB
2459122.6904609,382.3822,0.2517,9.9438,0.0007,16.1503,1.72,g,G,br
2459125.9801677,343.5718,0.2774,10.0600,0.0009,16.0449,2.08,g,G,bB
2459126.9816597,347.7505,0.1377,10.0469,0.0004,16.8051,2.07,g,G,bB
2459127.6227351,272.0793,0.5259,10.3133,0.0021,15.3503,1.43,g,G,br
2459127.8181624,314.5971,0.2691,10.1557,0.0009,16.0777,2.13,g,G,bB
2459128.6181009,250.5884,0.5356,10.4027,0.0023,15.3305,1.44,g,G,br
2459128.8180168,347.3497,0.1235,10.0481,0.0004,16.9237,2.13,g,G,bB
2459129.6100079,204.7688,0.6134,10.6219,0.0033,15.1832,1.48,g,G,br
2459129.8090983,335.1384,0.1033,10.0870,0.0003,17.1173,2.04,g,G,bB
2459130.7936192,343.9567,0.0970,10.0588,0.0003,17.1852,2.01,g,G,bB
2459132.0296454,329.7700,0.1624,10.1045,0.0005,16.6263,2.04,g,G,bB
2459132.579258,228.0214,0.5729,10.5051,0.0027,15.2574,1.50,g,B,br
2459132.8190492,335.9358,0.1173,10.0844,0.0004,16.9795,2.12,g,G,bB
2459135.5826844,-282.7915,1.7564,14.0411,99.9990,14.0411,1.67,g,B,br
2459137.9774774,341.2332,0.0560,10.0674,0.0002,17.7822,2.02,g,G,bB
2459138.5811792,-58.9940,1.3355,14.3386,99.9990,14.3386,1.45,g,B,br
2459139.5765539,328.0309,0.3667,10.1103,0.0012,15.7418,1.58,g,G,br
2459140.0064212,111.9069,0.7918,11.2779,0.0077,14.9061,2.06,g,B,bB
2459143.7069819,304.7332,0.2162,10.1903,0.0008,16.3154,2.06,g,G,bB
2459143.9116903,257.3886,0.5302,10.3736,0.0022,15.3415,1.45,g,G,br
2459145.7023424,282.4826,0.2916,10.2726,0.0011,15.9907,2.06,g,G,bB
2459146.7968196,353.8012,0.1353,10.0282,0.0004,16.8241,2.02,g,G,bB
2459148.7503179,321.9283,0.1846,10.1307,0.0006,16.4872,2.01,g,G,bB
2459155.7556307,346.9262,0.7782,10.0495,0.0024,14.9249,1.52,g,B,br
2459156.8497208,308.3244,0.6511,10.1775,0.0023,15.1185,1.55,g,B,br
2459157.8874367,251.5698,0.6669,10.3984,0.0029,15.0925,1.51,g,B,br
2459158.7805961,336.3497,0.3805,10.0831,0.0012,15.7018,1.49,g,G,br
2459159.8877611,285.4860,0.4876,10.2611,0.0019,15.4326,1.53,g,G,br
2459161.5449104,288.8586,0.4738,10.2484,0.0018,15.4636,1.50,g,G,br
2459161.8224045,370.9784,0.1848,9.9767,0.0005,16.4859,2.07,g,G,bB
2459162.7237581,-33.8346,1.0431,14.6068,99.9990,14.6068,1.42,g,B,br
2459163.5638973,273.9689,0.4927,10.3058,0.0020,15.4211,1.99,g,G,br
2459166.693008,339.2400,0.0970,10.0738,0.0003,17.1863,2.42,g,G,bB
2459167.5668867,339.1536,0.3537,10.0741,0.0011,15.7811,1.49,g,G,br
2459169.5420481,336.8379,0.3625,10.0815,0.0012,15.7542,2.08,g,G,br
2459169.7322644,342.4718,0.1235,10.0635,0.0004,16.9233,2.30,g,G,bB
2459171.5528602,286.8512,0.5161,10.2559,0.0020,15.3707,1.51,g,G,br
2459172.5474943,306.7354,0.4329,10.1832,0.0015,15.5617,2.00,g,G,br
2459173.5485618,378.2291,0.3940,9.9557,0.0011,15.6640,1.55,g,G,br
2459173.9096943,347.0199,0.1312,10.0492,0.0004,16.8579,2.07,g,G,bB
2459179.547919,411.8002,0.2734,9.8633,0.0007,16.0606,1.75,g,G,br
2459180.8717803,314.9203,0.2369,10.1546,0.0008,16.2161,2.19,g,G,bB
2459181.5328309,421.7589,0.4878,9.8374,0.0013,15.4320,2.07,g,B,br
2459182.6495062,414.7722,0.3095,9.8555,0.0008,15.9259,1.49,g,G,br
2459184.8168158,324.4995,0.2237,10.1220,0.0007,16.2783,2.07,g,G,bB
2459185.5698721,406.2713,0.2187,9.8780,0.0006,16.3032,1.52,g,G,br
2459186.8616875,332.0142,0.1512,10.0972,0.0005,16.7039,2.10,g,G,bB
2459187.5498205,223.5911,0.6531,10.5264,0.0032,15.1152,1.60,g,B,br
2459188.6300917,429.8458,0.2790,9.8168,0.0007,16.0385,1.43,g,G,br
2459188.8669143,343.9372,0.1060,10.0589,0.0003,17.0893,2.07,g,G,bB
2459189.6514581,-4.4949,1.0555,14.5940,99.9990,14.5940,1.47,g,G,br
2459189.6710102,308.8793,0.4295,10.1756,0.0015,15.5702,1.48,g,G,br
2459189.8554308,360.2778,0.1745,10.0085,0.0005,16.5480,2.02,g,G,bB
2459190.5996984,412.8174,0.2071,9.8607,0.0005,16.3621,1.48,g,G,br
2459190.727026,363.6909,0.1722,9.9982,0.0005,16.5626,2.12,g,G,bB
2459191.6748184,298.0389,0.5074,10.2144,0.0019,15.3892,1.41,g,B,br
2459192.8427929,341.8603,0.1111,10.0654,0.0004,17.0381,2.19,g,B,bB
2459193.7123318,371.9073,0.2111,9.9740,0.0006,16.3413,2.02,g,G,bB
2459196.5677938,440.2152,0.3176,9.7909,0.0008,15.8980,1.53,g,G,br
2459199.7139525,142.6516,0.6824,11.0144,0.0052,15.0676,2.21,g,B,bB
2459200.5980429,442.1207,0.3353,9.7862,0.0008,15.8391,1.47,g,G,br
2459201.5771926,443.1177,0.3321,9.7838,0.0008,15.8495,1.40,g,G,br
2459204.536231,428.2705,0.3378,9.8208,0.0009,15.8310,2.20,g,B,br
2459205.7045409,353.3842,0.1351,10.0294,0.0004,16.8257,2.34,g,G,bB
2459206.7355715,351.5896,0.1605,10.0350,0.0005,16.6390,2.11,g,G,bB
2459207.7704786,355.2612,0.1551,10.0237,0.0005,16.6763,2.05,g,G,bB
2459209.7936713,334.3248,0.1437,10.0896,0.0005,16.7591,2.06,g,G,bB
2459211.6447221,441.4347,0.3371,9.7879,0.0008,15.8331,1.45,g,G,br
2459211.809512,309.8682,0.2538,10.1721,0.0009,16.1414,2.12,g,G,bB
2459216.5904729,408.3024,0.2134,9.8726,0.0006,16.3298,1.42,g,G,br
2459218.6573199,408.1447,0.2506,9.8730,0.0007,16.1550,1.59,g,G,br
2459219.7522225,360.9734,0.1714,10.0064,0.0005,16.5679,2.07,g,G,bB
2459221.7302079,351.4660,0.1537,10.0354,0.0005,16.6862,2.02,g,G,bB
2459222.6007956,432.4494,0.3130,9.8102,0.0008,15.9139,1.47,g,G,br
2459223.7593119,41.2257,0.7753,12.3621,0.0204,14.9290,1.70,g,B,bB
2459225.7659763,349.5119,0.1269,10.0414,0.0004,16.8938,2.03,g,G,bB
2459227.7439581,350.0953,0.1305,10.0396,0.0004,16.8636,2.14,g,G,bB
2459228.7446469,365.5866,0.1763,9.9926,0.0005,16.5368,2.11,g,G,bB
2459229.7259693,342.6388,0.0867,10.0630,0.0003,17.3074,2.31,g,G,bB
2459230.7377032,347.1268,0.0900,10.0488,0.0003,17.2667,2.03,g,G,bB
2459231.7345201,347.9221,0.1140,10.0464,0.0004,17.0104,2.10,g,G,bB
2459232.572108,405.6095,0.1885,9.8798,0.0005,16.4642,1.50,g,G,br
2459237.7213971,342.0228,0.1231,10.0649,0.0004,16.9267,2.14,g,G,bB
2459244.7102511,328.2602,0.2400,10.1095,0.0008,16.2021,2.22,g,G,bB
2459246.6640047,335.5096,0.4554,10.0858,0.0015,15.5067,1.43,g,G,br
2459247.615904,206.7567,0.6522,10.6114,0.0034,15.1167,1.44,g,G,br
2459254.5979908,394.7453,0.1601,9.9093,0.0004,16.6418,1.39,g,G,br
2459255.5733808,404.8424,0.2089,9.8819,0.0006,16.3527,1.46,g,G,br
2459256.6309697,331.0067,0.3782,10.1005,0.0012,15.7084,1.45,g,G,br
2459270.582747,362.6477,0.3096,10.0014,0.0009,15.9257,1.50,g,G,br
2459274.5869661,244.6036,0.6096,10.4289,0.0027,15.1901,1.49,g,G,br
2459276.5803584,420.3608,0.6404,9.8410,0.0017,15.1365,2.38,g,B,br
2459277.5770409,319.6128,0.5620,10.1385,0.0019,15.2783,2.20,g,B,br
2459357.1159845,256.0142,0.5117,10.3794,0.0022,15.3801,2.13,g,G,bB
2459359.1128615,285.1541,0.3801,10.2624,0.0014,15.7029,2.02,g,G,bB
2459363.0990966,245.2943,0.4400,10.4258,0.0019,15.5439,2.06,g,G,bB
2459364.1071555,269.5773,0.4383,10.3234,0.0018,15.5483,2.03,g,G,bB
2459365.1037619,288.8553,0.3189,10.2484,0.0012,15.8935,2.01,g,G,bB
2459366.0963244,299.4871,0.2956,10.2091,0.0011,15.9761,2.05,g,G,bB
2459367.1119951,308.2543,0.3851,10.1778,0.0014,15.6886,2.02,g,G,bB
2459368.0933882,313.2358,0.2433,10.1604,0.0008,16.1875,2.20,g,G,bB
2459369.0935341,300.1745,0.2722,10.2066,0.0010,16.0655,2.05,g,G,bB
2459370.1064418,308.9493,0.2638,10.1753,0.0009,16.0993,2.30,g,G,bB
2459371.078822,283.3080,0.2924,10.2694,0.0011,15.9877,2.06,g,G,bB
2459372.0905832,318.7074,0.1863,10.1416,0.0006,16.4772,2.11,g,G,bB
2459372.9273617,210.1438,0.6006,10.5938,0.0031,15.2063,1.50,g,G,br
2459374.0797932,313.6314,0.1973,10.1590,0.0007,16.4146,2.02,g,G,bB
2459375.079987,291.2565,0.2548,10.2394,0.0010,16.1373,2.04,g,G,bB
2459379.0926172,333.1270,0.1933,10.0935,0.0006,16.4372,2.21,g,G,bB
2459384.0493062,304.6004,0.2329,10.1907,0.0008,16.2346,2.01,g,G,bB
2459385.0529379,293.2485,0.2499,10.2320,0.0009,16.1584,2.09,g,G,bB
2459385.9161207,317.8417,0.4015,10.1445,0.0014,15.6433,1.50,g,G,br
2459386.1053915,329.4498,0.1738,10.1056,0.0006,16.5523,2.01,g,G,bB
2459387.0353337,304.7194,0.2448,10.1903,0.0009,16.1805,2.08,g,G,bB
2459389.0505027,285.0079,0.3600,10.2629,0.0014,15.7618,2.03,g,G,bB
2459389.0517763,280.7710,0.3566,10.2792,0.0014,15.7721,2.04,g,G,bB
2459392.031866,286.5970,0.3677,10.2569,0.0014,15.7390,2.05,g,G,bB
2459393.0985481,332.5238,0.3005,10.0955,0.0010,15.9579,2.00,g,G,bB
2459395.0254285,311.5778,0.3091,10.1661,0.0011,15.9272,2.00,g,G,bB
2459396.0581357,338.6113,0.2496,10.0758,0.0008,16.1597,2.02,g,G,bB
2459399.0365279,331.5710,0.1526,10.0986,0.0005,16.6940,2.04,g,G,bB
2459401.0426497,322.8873,0.1724,10.1274,0.0006,16.5611,2.33,g,G,bB
2459401.887867,348.2975,0.5849,10.0452,0.0018,15.2350,1.48,g,G,br
2459403.9964189,303.9860,0.2437,10.1929,0.0009,16.1856,2.08,g,G,bB
2459405.0002947,307.7472,0.2213,10.1796,0.0008,16.2901,2.00,g,G,bB
2459405.8401649,365.9631,0.4105,9.9915,0.0012,15.6192,1.44,g,G,br
2459408.0591209,222.3781,0.5466,10.5323,0.0027,15.3086,2.05,g,B,bB
2459408.9805356,314.0604,0.2322,10.1575,0.0008,16.2381,2.00,g,G,bB
2459410.8346937,222.4994,0.6045,10.5317,0.0030,15.1991,1.47,g,G,br
2459411.8221933,177.3848,0.6672,10.7778,0.0041,15.0920,1.39,g,B,br
2459411.9813436,310.7760,0.2136,10.1689,0.0007,16.3288,2.02,g,G,bB
2459412.8216738,-261.5278,1.9351,13.9359,99.9990,13.9359,1.47,g,B,br
2459412.9794023,314.3264,0.2019,10.1566,0.0007,16.3898,2.01,g,G,bB
2459414.9658813,309.8862,0.2323,10.1721,0.0008,16.2377,2.14,g,G,bB
2459416.0043408,335.6462,0.2025,10.0854,0.0007,16.3865,2.01,g,G,bB
2459416.8402569,-60.5829,1.1195,14.5301,99.9990,14.5301,1.48,g,G,br
2459418.8222722,93.1716,0.8550,11.4769,0.0100,14.8227,1.72,g,B,br
2459421.8168597,288.4566,0.5062,10.2499,0.0019,15.3919,1.65,g,B,br
2459422.0364151,344.2273,0.3126,10.0580,0.0010,15.9153,2.04,g,G,bB
2459422.796401,328.5636,0.3843,10.1085,0.0013,15.6910,1.60,g,B,br
2459423.7915975,298.4694,0.5080,10.2128,0.0019,15.3879,1.44,g,G,br
2459424.7943556,336.8570,0.3740,10.0815,0.0012,15.7204,1.68,g,G,br
2459425.7935648,335.8341,0.4191,10.0848,0.0014,15.5969,1.42,g,G,br
2459427.0460511,353.6166,0.1562,10.0287,0.0005,16.6686,2.04,g,G,bB
2459427.7983567,358.1198,0.3358,10.0150,0.0010,15.8375,1.42,g,G,br
2459427.9724012,339.1299,0.0921,10.0742,0.0003,17.2419,2.14,g,G,bB
2459428.9476339,311.5374,0.2163,10.1663,0.0008,16.3150,2.15,g,G,bB
2459430.0897018,367.6154,0.1924,9.9866,0.0006,16.4421,2.07,g,G,bB
2459430.7790535,112.1989,0.7381,11.2751,0.0072,14.9824,1.40,g,G,br
2459431.784698,189.7380,0.6372,10.7047,0.0037,15.1420,1.46,g,G,br
2459432.1287805,352.5478,0.1689,10.0320,0.0005,16.5837,2.07,g,G,bB
2459432.7741709,251.1372,0.5426,10.4003,0.0023,15.3164,1.41,g,G,br
2459432.9497283,330.9943,0.1519,10.1005,0.0005,16.6987,2.12,g,G,bB
2459433.762923,103.8793,0.7419,11.3587,0.0078,14.9767,1.43,g,G,br
2459433.9878768,355.1030,0.1521,10.0242,0.0005,16.6971,2.00,g,G,bB
2459434.7776136,298.7808,0.4639,10.2117,0.0017,15.4867,1.46,g,G,br
2459434.9033317,335.8751,0.0959,10.0846,0.0003,17.1980,2.05,g,G,bB
2459435.7691888,266.5385,0.4980,10.3357,0.0020,15.4096,1.37,g,G,br
2459435.923838,323.0612,0.1772,10.1269,0.0006,16.5315,2.06,g,G,bB
2459436.7568214,315.0240,0.4539,10.1542,0.0016,15.5103,1.39,g,G,br
2459437.9088182,295.4713,0.2387,10.2238,0.0009,16.2081,2.01,g,B,bB
2459438.9010613,310.4312,0.2083,10.1702,0.0007,16.3558,2.01,g,G,bB
2459440.8958427,313.5544,0.1993,10.1593,0.0007,16.4040,2.04,g,G,bB
2459442.886721,338.6348,0.1282,10.0757,0.0004,16.8828,2.03,g,G,bB
2459444.0224279,364.3440,0.1804,9.9963,0.0005,16.5122,2.00,g,G,bB
2459444.9307536,336.5247,0.2168,10.0825,0.0007,16.3124,2.00,g,G,bB
2459445.9548934,323.0457,0.2601,10.1269,0.0009,16.1150,2.02,g,G,bB
2459446.8768943,280.4985,0.3037,10.2802,0.0012,15.9465,2.05,g,G,bB
2459449.7235244,366.4519,0.9292,9.9900,0.0028,14.7324,1.82,g,B,br
2459452.7058494,354.1767,0.5981,10.0270,0.0018,15.2107,1.46,g,B,br
2459453.0342159,360.8310,0.1934,10.0068,0.0006,16.4367,2.05,g,G,bB
2459453.7203302,358.4292,0.5345,10.0141,0.0016,15.3327,1.49,g,G,br
2459454.7072367,297.9987,0.7353,10.2145,0.0027,14.9865,1.63,g,G,br
2459454.8949492,324.8254,0.2276,10.1209,0.0008,16.2598,2.02,g,G,bB
2459455.7153854,299.4978,0.5563,10.2091,0.0020,15.2893,1.40,g,G,br
2459456.9356983,364.3839,0.1672,9.9962,0.0005,16.5943,2.04,g,G,bB
2459458.0781574,351.3105,0.1367,10.0358,0.0004,16.8132,2.14,g,G,bB
2459461.1082213,336.3788,0.0991,10.0830,0.0003,17.1624,2.17,g,G,bB
2459461.840443,335.5740,0.1182,10.0856,0.0004,16.9711,2.11,g,G,bB
2459462.7010618,227.4300,0.7300,10.5079,0.0035,14.9943,1.59,g,G,br
2459462.930928,357.8618,0.1594,10.0158,0.0005,16.6464,2.02,g,G,bB
2459465.705174,324.4708,0.5284,10.1221,0.0018,15.3452,1.44,g,G,br
2459466.6702543,257.1351,0.5446,10.3747,0.0023,15.3124,1.44,g,G,br
2459466.8481058,333.7912,0.1711,10.0914,0.0006,16.5694,2.09,g,G,bB
2459467.6692258,240.6174,0.5944,10.4467,0.0027,15.2174,1.43,g,G,br
2459467.8790156,337.8837,0.0845,10.0781,0.0003,17.3357,2.02,g,G,bB
2459470.6629167,328.7514,0.4218,10.1079,0.0014,15.5898,1.45,g,G,br
2459470.8267036,343.0600,0.1309,10.0616,0.0004,16.8607,2.15,g,G,bB
2459471.6541818,348.1212,0.3543,10.0457,0.0011,15.7791,1.50,g,B,br
2459475.0594159,276.1288,0.3866,10.2973,0.0015,15.6846,2.00,g,G,bB
2459475.6430013,361.3342,0.2924,10.0053,0.0009,15.9876,1.53,g,B,br
2459476.6472546,310.3791,0.5367,10.1703,0.0019,15.3282,1.46,g,G,br
2459476.8207223,308.8334,0.2233,10.1758,0.0008,16.2802,2.21,g,G,bB
2459479.710759,218.7364,0.8055,10.5503,0.0040,14.8874,1.46,g,B,br
2459480.6613213,407.6445,0.3135,9.8744,0.0008,15.9121,1.48,g,G,br
2459481.6393789,-71.6919,1.5028,14.2104,99.9990,14.2104,1.46,g,B,br
2459481.6406194,-177.0235,1.4001,14.2872,99.9990,14.2872,1.46,g,B,br
2459481.8973016,357.2797,0.2789,10.0175,0.0008,16.0388,2.13,g,G,bB
2459483.6535783,-187.5279,1.3383,14.3363,99.9990,14.3363,1.49,g,B,br
2459484.0643257,333.0198,0.1551,10.0939,0.0005,16.6759,2.02,g,G,bB
2459484.7710339,337.8110,0.0858,10.0784,0.0003,17.3184,2.04,g,G,bB
2459485.618716,198.4048,0.6168,10.6562,0.0034,15.1773,1.57,g,G,br
2459486.6179321,261.9802,0.5180,10.3544,0.0021,15.3667,1.50,g,G,br
2459487.0033949,357.2711,0.1562,10.0176,0.0005,16.6684,2.02,g,G,bB
2459487.6097067,299.8736,0.4661,10.2077,0.0017,15.4815,1.53,g,B,br
2459487.8613664,342.3446,0.1233,10.0639,0.0004,16.9251,2.01,g,G,bB
2459488.6332559,296.5023,0.4639,10.2200,0.0017,15.4867,1.48,g,G,br
2459489.7641147,305.4310,0.2284,10.1878,0.0008,16.2557,2.01,g,G,bB
2459490.6748327,351.5476,0.3345,10.0351,0.0010,15.8418,1.64,g,G,br
2459490.8670644,342.4403,0.0591,10.0636,0.0002,17.7239,2.02,g,G,bB
2459491.6441252,248.3705,0.5931,10.4123,0.0026,15.2197,1.47,g,B,br
2459491.7822371,340.0197,0.0891,10.0713,0.0003,17.2774,2.01,g,G,bB
2459492.6014658,314.0342,0.4376,10.1576,0.0015,15.5500,1.52,g,G,br
2459493.8696614,352.8947,0.1336,10.0310,0.0004,16.8382,2.00,g,G,bB
2459494.6283948,375.1632,0.2447,9.9645,0.0007,16.1811,1.48,g,G,br
2459495.5873687,443.5286,0.3963,9.7828,0.0010,15.6577,1.57,g,B,br
2459495.5886089,342.8247,0.3503,10.0624,0.0011,15.7916,1.56,g,B,br
2459497.8480833,404.2936,0.2113,9.8833,0.0006,16.3405,1.37,g,G,br
2459498.5965397,407.3469,0.1786,9.8752,0.0005,16.5232,1.71,g,G,br
2459498.8167279,334.5997,0.1283,10.0888,0.0004,16.8821,2.03,g,G,bB
2459499.5766017,365.6287,0.2681,9.9925,0.0008,16.0817,2.26,g,B,br
2459500.5725326,305.6696,0.5034,10.1869,0.0018,15.3979,1.57,g,B,br
2459500.9697634,339.4630,0.0824,10.0731,0.0003,17.3633,2.04,g,G,bB
2459501.5867055,390.5924,0.2076,9.9208,0.0006,16.3597,1.47,g,G,br
2459502.5684008,344.0188,0.3824,10.0586,0.0012,15.6963,1.97,g,B,br
2459504.7285744,335.0021,0.2407,10.0874,0.0008,16.1988,2.06,g,G,bB
2459505.6191906,399.5691,0.2381,9.8961,0.0006,16.2109,1.46,g,G,br
2459505.7804966,261.5294,0.5325,10.3563,0.0022,15.3368,2.02,g,G,bB
2459505.9140437,245.3747,0.4320,10.4255,0.0019,15.5639,2.01,g,G,bB
2459507.5615713,384.0966,0.3090,9.9390,0.0009,15.9278,2.03,g,G,br
2459508.5543978,314.7515,0.7962,10.1551,0.0027,14.9001,1.99,g,B,br
2459509.5809694,345.0767,0.5375,10.0553,0.0017,15.3268,1.54,g,G,br
2459509.9683156,307.0287,0.2876,10.1821,0.0010,16.0058,2.20,g,G,bB
2459510.5807207,373.4070,0.3522,9.9696,0.0010,15.7857,1.54,g,G,br
2459511.5760047,358.7782,0.3577,10.0130,0.0011,15.7688,1.48,g,G,br
2459511.8689389,343.0672,0.2614,10.0616,0.0008,16.1093,2.07,g,G,bB
2459512.5863618,399.5792,0.1316,9.8961,0.0004,16.8546,1.42,g,G,br
2459512.7828617,338.9009,0.0882,10.0749,0.0003,17.2884,2.11,g,G,bB
2459513.6010563,407.6300,0.2097,9.8744,0.0006,16.3486,1.40,g,G,br
2459514.5701637,312.8742,0.4165,10.1616,0.0014,15.6037,1.54,g,G,br
2459514.7702434,358.5682,0.1697,10.0136,0.0005,16.5783,2.07,g,G,bB
2459515.9694723,356.4729,0.1636,10.0200,0.0005,16.6184,2.09,g,G,bB
2459516.5608314,393.9258,0.1117,9.9115,0.0003,17.0324,1.77,g,G,br
2459517.5660022,410.4552,0.1955,9.8669,0.0005,16.4248,1.57,g,G,br
2459518.5693413,378.4832,0.1919,9.9549,0.0006,16.4450,1.63,g,G,br
2459519.5712169,281.2491,0.4917,10.2773,0.0019,15.4233,1.41,g,B,br
2459519.756775,357.8941,0.1332,10.0157,0.0004,16.8413,2.04,g,G,bB
2459520.6329152,402.7024,0.1859,9.8876,0.0005,16.4796,1.48,g,G,br
2459522.8362701,358.1468,0.1599,10.0149,0.0005,16.6431,2.06,g,G,bB
2459523.5880562,396.2948,0.1593,9.9050,0.0004,16.6468,1.57,g,G,br
2459524.5537478,381.6887,0.1833,9.9458,0.0005,16.4950,2.38,g,G,br
2459525.5419031,386.8553,0.1766,9.9312,0.0005,16.5351,2.26,g,G,br
2459526.5487879,376.5063,0.2005,9.9606,0.0006,16.3971,1.66,g,G,br
2459526.7474209,356.8755,0.1499,10.0188,0.0005,16.7133,2.05,g,G,bB
2459529.6913402,317.1190,0.3085,10.1470,0.0011,15.9296,2.04,g,G,bB
2459530.7499811,215.4450,0.5839,10.5667,0.0029,15.2368,2.00,g,G,bB
2459531.56596,403.6308,0.1685,9.8851,0.0005,16.5858,1.70,g,G,br
2459532.7653511,102.0685,0.8376,11.3778,0.0089,14.8450,2.06,g,B,bB
2459533.6033612,420.8589,0.2606,9.8397,0.0007,16.1127,1.49,g,G,br
2459535.5610751,407.1916,0.2438,9.8756,0.0007,16.1852,1.43,g,G,br
2459538.5754316,376.9958,0.2768,9.9592,0.0008,16.0473,2.36,g,G,br
2459539.5791577,355.6057,0.3367,10.0226,0.0010,15.8345,1.46,g,G,br
2459539.8972804,257.6426,0.4955,10.3725,0.0021,15.4150,2.04,g,B,bB
2459540.8572312,-254.1468,2.2451,13.7745,99.9990,13.7745,1.54,g,B,br
2459540.9073422,316.4220,0.1960,10.1494,0.0007,16.4221,2.08,g,G,bB
2459541.574881,252.7348,0.6088,10.3934,0.0026,15.1915,1.56,g,B,br
2459542.8724889,336.9639,0.1085,10.0811,0.0003,17.0641,2.01,g,G,bB
2459543.6188499,184.0346,0.6548,10.7378,0.0039,15.1123,1.47,g,G,br
2459543.9107547,333.7681,0.1313,10.0915,0.0004,16.8566,2.15,g,G,bB
2459544.8436178,344.4024,0.1109,10.0574,0.0004,17.0399,2.01,g,G,bB
2459546.7226358,362.3022,0.1667,10.0024,0.0005,16.5978,2.02,g,G,bB
2459547.5952433,404.1165,0.1770,9.8838,0.0005,16.5325,1.47,g,G,br
2459547.8908582,339.2658,0.1139,10.0737,0.0004,17.0111,2.15,g,G,bB
2459548.729169,395.6114,0.1470,9.9069,0.0004,16.7343,1.45,g,G,br
2459551.6018789,406.0317,0.2225,9.8787,0.0006,16.2843,1.43,g,G,br
2459552.5379731,403.0197,0.2024,9.8867,0.0005,16.3869,1.42,g,G,br
2459554.67648,399.9048,0.1538,9.8952,0.0004,16.6853,1.44,g,G,br
2459555.5695816,400.2732,0.1351,9.8942,0.0004,16.8257,1.47,g,G,br
2459564.6133126,353.4643,2.1027,10.0292,0.0065,13.8457,1.39,g,B,br
2459568.58005,386.8666,0.3783,9.9312,0.0011,15.7082,1.50,g,G,br
2459569.612328,405.9678,0.2723,9.8788,0.0007,16.0651,1.47,g,G,br
2459570.5479175,227.2072,0.6054,10.5090,0.0029,15.1976,1.99,g,B,br
2459572.6080659,388.6471,0.1953,9.9262,0.0005,16.4256,1.52,g,G,br
2459573.5706524,-109.2757,1.3573,14.3210,99.9990,14.3210,1.46,g,B,br
2459573.5718932,-126.7570,1.0933,14.5558,99.9990,14.5558,1.43,g,B,br
2459575.5459091,356.9526,0.3114,10.0185,0.0009,15.9193,1.42,g,G,br
2459585.7223092,347.6517,0.1216,10.0472,0.0004,16.9402,2.14,g,G,bB
2459586.5965229,405.0143,0.2062,9.8814,0.0006,16.3672,1.44,g,G,br
2459587.7191391,363.0295,0.1785,10.0002,0.0005,16.5236,2.03,g,G,bB
2459588.7310518,348.1304,0.1347,10.0457,0.0004,16.8294,2.16,g,G,bB
2459591.7514211,325.4205,0.1996,10.1190,0.0007,16.4024,2.13,g,G,bB
2459593.7564099,328.6893,0.1780,10.1081,0.0006,16.5267,2.18,g,G,bB
2459594.7529568,329.9109,0.1857,10.1041,0.0006,16.4805,2.07,g,G,bB
2459595.7380509,332.6747,0.1660,10.0950,0.0005,16.6021,2.06,g,G,bB
2459596.7422226,329.5668,0.1872,10.1052,0.0006,16.4717,2.19,g,G,bB
2459597.7386099,310.3526,0.2271,10.1704,0.0008,16.2623,2.19,g,G,bB
2459598.7057401,326.1516,0.2170,10.1165,0.0007,16.3115,2.24,g,G,bB
2459599.7164163,337.2137,0.1052,10.0803,0.0003,17.0977,2.36,g,G,bB
2459600.7283473,364.9144,0.1914,9.9946,0.0006,16.4479,2.00,g,G,bB
2459601.7096028,361.7535,0.1911,10.0040,0.0006,16.4497,2.09,g,G,bB
2459603.7077914,348.6931,0.1960,10.0440,0.0006,16.4220,2.07,g,G,bB
2459604.7184501,351.9925,0.1536,10.0337,0.0005,16.6866,2.07,g,G,bB
2459605.7150183,329.4521,0.1767,10.1056,0.0006,16.5344,2.28,g,G,bB
2459606.7115413,333.9276,0.1429,10.0909,0.0005,16.7654,2.13,g,G,bB
2459607.7093694,338.4233,0.1756,10.0764,0.0006,16.5414,2.49,g,G,bB
2459609.7114009,336.8347,0.2223,10.0815,0.0007,16.2855,2.46,g,B,bB
2459619.6313557,325.7402,0.4237,10.1179,0.0014,15.5850,1.49,g,G,br
2459620.6267356,544.2275,0.2792,9.5606,0.0006,16.0377,1.53,g,G,br
2459621.633748,390.2027,0.2191,9.9218,0.0006,16.3009,1.44,g,G,br
2459622.6292558,342.3967,0.3722,10.0637,0.0012,15.7258,1.49,g,G,br
2459624.6211496,397.3335,0.1710,9.9022,0.0005,16.5700,1.56,g,G,br
2459625.6255069,399.2658,0.2842,9.8969,0.0008,16.0186,1.47,g,G,br
2459626.6183967,362.4279,0.3322,10.0020,0.0010,15.8491,1.44,g,G,br
2459628.566391,429.5563,0.3527,9.8175,0.0009,15.7843,1.54,g,G,br
2459629.6083593,404.5281,0.2004,9.8827,0.0005,16.3981,1.46,g,G,br
2459633.5971745,387.6855,0.1692,9.9289,0.0005,16.5816,1.44,g,G,br
2459634.5943239,368.4013,0.2888,9.9843,0.0009,16.0010,1.46,g,G,br
2459634.5968277,389.0522,0.1900,9.9250,0.0005,16.4555,1.53,g,G,br
