JD,Flux,Flux Error,Mag,Mag Error,Limit,FWHM,Filter,Quality,Camera
2457402.7140948,716.6093,0.2799,9.3216,0.0004,16.0947,2.05,V,G,bb
2457403.7144954,708.4205,0.2705,9.3341,0.0004,16.1319,1.65,V,G,bb
2457404.7149169,705.9218,0.2187,9.3379,0.0003,16.3629,1.82,V,G,bb
2457405.7267304,678.5655,0.2100,9.3808,0.0003,16.4066,2.01,V,G,bb
2457407.7201932,710.4124,0.2514,9.3310,0.0004,16.2112,2.04,V,G,bb
2457408.7242212,699.9913,0.2001,9.3470,0.0003,16.4592,1.83,V,G,bb
2457409.7206789,702.6345,0.2194,9.3430,0.0003,16.3591,2.05,V,G,bb
2457410.7198984,700.4613,0.2629,9.3463,0.0004,16.1628,2.08,V,G,bb
2457411.720104,684.0490,0.2293,9.3721,0.0004,16.3113,2.04,V,G,bb
2457412.7086126,702.4144,0.2198,9.3433,0.0003,16.3572,1.71,V,G,bb
2457413.7071205,700.0432,0.2291,9.3470,0.0004,16.3124,2.04,V,G,bb
2457537.1187087,389.8196,0.8678,9.9826,0.0024,14.8663,2.10,V,B,bb
2457544.1155039,606.5388,0.4686,9.5026,0.0008,15.5354,1.76,V,G,bb
2457545.0982235,645.2151,0.3442,9.4355,0.0006,15.8702,1.72,V,G,bb
2457550.0842679,667.1679,0.2719,9.3992,0.0004,16.1263,1.74,V,G,bb
2457558.0774127,295.6962,1.0097,10.2827,0.0037,14.7019,1.72,V,B,bb
2457560.0737407,671.0541,0.2985,9.3929,0.0005,16.0249,1.80,V,G,bb
2457561.0701537,665.2211,0.3903,9.4024,0.0006,15.7337,1.66,V,B,bb
2457562.0742051,622.7718,0.4254,9.4740,0.0007,15.6405,1.79,V,G,bb
2457564.0629765,672.9564,0.3015,9.3898,0.0005,16.0142,1.70,V,G,bb
2457575.1177682,710.0611,0.2782,9.3315,0.0004,16.1015,1.57,V,G,bb
2457579.0253152,672.2774,0.2524,9.3909,0.0004,16.2070,1.63,V,G,bb
2457581.0211546,664.3619,0.3212,9.4038,0.0005,15.9456,2.00,V,G,bb
2457583.0171272,655.5177,0.3525,9.4183,0.0006,15.8444,1.82,V,G,bb
2457584.0398369,668.9866,0.2577,9.3962,0.0004,16.1844,1.84,V,G,bb
2457587.0884776,693.4359,0.2233,9.3573,0.0003,16.3403,1.76,V,G,bb
2457588.0012527,665.1591,0.3427,9.4025,0.0006,15.8751,1.69,V,G,bb
2457589.9893386,665.5298,0.3406,9.4019,0.0006,15.8816,1.70,V,G,bb
2457591.9848706,653.3422,0.3518,9.4219,0.0006,15.8468,1.76,V,G,bb
2457596.0216345,628.7230,0.4042,9.4636,0.0007,15.6958,2.12,V,B,bb
2457598.028537,671.6202,0.2589,9.3920,0.0004,16.1793,1.80,V,B,bb
2457600.061769,696.6181,0.2184,9.3523,0.0003,16.3642,1.75,V,G,bb
2457602.0459986,709.1328,0.2512,9.3330,0.0004,16.2124,1.66,V,B,bb
2457603.0150006,703.0779,0.2334,9.3423,0.0004,16.2922,1.68,V,B,bb
2457603.9997301,687.8807,0.1692,9.3660,0.0003,16.6414,1.64,V,G,bb
2457606.1049285,685.4481,0.1657,9.3698,0.0003,16.6643,2.23,V,B,bb
2457606.9605036,670.8797,0.2848,9.3932,0.0005,16.0759,1.69,V,B,bb
2457608.1037282,721.0903,0.3148,9.3148,0.0005,15.9672,1.62,V,B,bb
2457610.976744,674.6040,0.2646,9.3872,0.0004,16.1560,1.63,V,B,bb
2457611.9427412,684.3151,0.1863,9.3716,0.0003,16.5367,1.69,V,B,bb
2457613.0407154,660.8388,0.3210,9.4095,0.0005,15.9462,1.76,V,B,bb
2457615.0337257,711.9652,0.2624,9.3286,0.0004,16.1649,1.59,V,B,bb
2457616.9418902,684.5488,0.2663,9.3713,0.0004,16.1490,1.62,V,G,bb
2457618.9159658,472.4304,0.7736,9.7739,0.0018,14.9911,1.80,V,G,bb
2457619.9484637,688.8948,0.3331,9.3644,0.0005,15.9060,2.02,V,G,bb
2457627.113046,689.3860,0.1577,9.3636,0.0002,16.7179,1.74,V,G,bb
2457631.0717795,705.6819,0.2463,9.3383,0.0004,16.2337,1.68,V,G,bb
2457637.0448006,702.0004,0.2170,9.3439,0.0003,16.3710,1.72,V,G,bb
2457639.0435233,717.8174,0.2781,9.3197,0.0004,16.1019,1.64,V,G,bb
2457640.0504287,711.4001,0.2416,9.3295,0.0004,16.2544,1.69,V,G,bb
2457643.8567382,626.6960,0.5179,9.4671,0.0009,15.4267,1.71,V,G,bb
2457650.978424,699.7227,0.2538,9.3475,0.0004,16.2010,1.74,V,G,bb
2457654.0527301,701.5929,0.2034,9.3446,0.0003,16.4415,1.77,V,G,bb
2457657.0161417,694.5337,0.2139,9.3555,0.0003,16.3870,1.64,V,G,bb
2457657.9058895,707.0779,0.2413,9.3361,0.0004,16.2560,1.73,V,G,bb
2457659.0038147,707.0134,0.2434,9.3362,0.0004,16.2465,1.76,V,B,bb
2457661.0479917,673.7275,0.2544,9.3886,0.0004,16.1985,1.72,V,G,bb
2457664.0383793,445.1169,0.8208,9.8386,0.0020,14.9267,1.58,V,B,bb
2457668.0283308,532.7782,0.6628,9.6434,0.0014,15.1589,1.74,V,B,bb
2457668.9823267,708.2200,0.2385,9.3344,0.0004,16.2686,1.69,V,G,bb
2457669.7640018,648.9022,0.3404,9.4293,0.0006,15.8824,1.67,V,G,bb
2457670.7672091,657.6328,0.3280,9.4148,0.0005,15.9226,1.75,V,G,bb
2457671.7589287,638.2094,0.3766,9.4474,0.0006,15.7728,1.69,V,G,bb
2457672.7550722,652.1484,0.3686,9.4239,0.0006,15.7959,1.70,V,G,bb
2457673.7579983,660.3383,0.3515,9.4104,0.0006,15.8474,1.88,V,G,bb
2457674.7882605,658.7851,0.3144,9.4129,0.0005,15.9688,2.10,V,G,bb
2457675.7988545,675.9355,0.4135,9.3850,0.0007,15.6711,2.02,V,G,bb
2457676.8020973,504.8909,0.7210,9.7018,0.0016,15.0675,2.03,V,G,bb
2457677.8589002,529.5723,0.6872,9.6500,0.0014,15.1196,2.17,V,G,bb
2457678.8782026,545.2119,0.6059,9.6184,0.0012,15.2564,1.82,V,G,bb
2457680.9155978,653.0057,0.3670,9.4225,0.0006,15.8007,1.68,V,G,bb
2457681.926112,715.4313,0.2764,9.3234,0.0004,16.1086,1.71,V,G,bb
2457685.8978843,236.3246,1.0731,10.5260,0.0049,14.6358,1.74,V,B,bb
2457686.8705069,713.3009,0.2608,9.3266,0.0004,16.1715,1.77,V,G,bb
2457687.8394583,713.9364,0.2753,9.3256,0.0004,16.1130,1.61,V,G,bb
2457688.9723784,659.4101,0.3110,9.4119,0.0005,15.9803,1.78,V,G,bb
2457689.9681142,593.3250,0.4937,9.5265,0.0009,15.4786,1.72,V,G,bb
2457690.9640734,693.2724,0.1565,9.3575,0.0002,16.7258,2.00,V,G,bb
2457693.9604341,-140.4483,1.5494,14.2369,99.9990,14.2369,1.77,V,B,bb
2457694.9286352,702.7984,0.2272,9.3427,0.0004,16.3211,1.66,V,G,bb
2457695.9244502,711.5013,0.2443,9.3293,0.0004,16.2426,1.74,V,G,bb
2457698.689892,528.0636,0.7492,9.6531,0.0015,15.0259,1.75,V,G,bb
2457699.7052258,59.6842,1.4033,12.0201,0.0256,14.3445,1.64,V,B,bb
2457700.6894028,634.4853,0.4398,9.4537,0.0008,15.6042,1.67,V,G,bb
2457701.7161542,696.1801,0.2188,9.3530,0.0003,16.3625,1.72,V,G,bb
2457702.8001892,715.0519,0.2723,9.3239,0.0004,16.1249,1.67,V,G,bb
2457703.8271223,718.5288,0.3122,9.3187,0.0005,15.9762,1.77,V,G,bb
2457705.8155712,536.5938,0.6154,9.6357,0.0012,15.2395,1.76,V,G,bb
2457706.8338356,686.9665,0.2603,9.3674,0.0004,16.1739,1.85,V,G,bb
2457707.9180639,670.5125,0.3110,9.3938,0.0005,15.9804,2.03,V,G,bb
2457708.8725663,690.2344,0.1898,9.3623,0.0003,16.5166,2.18,V,G,bb
2457709.8800427,713.8253,0.2709,9.3258,0.0004,16.1301,1.77,V,G,bb
2457710.8953658,715.5478,0.2672,9.3232,0.0004,16.1452,1.80,V,G,bb
2457711.7888794,502.8056,0.6986,9.7063,0.0015,15.1018,1.73,V,B,bb
2457713.724627,-268.5174,1.7480,14.1060,99.9990,14.1060,1.84,V,B,bb
2457715.8295131,717.0743,0.2677,9.3209,0.0004,16.1432,2.06,V,G,bb
2457718.8616397,678.4259,0.2476,9.3810,0.0004,16.2280,2.19,V,G,bb
2457720.8799638,303.5788,0.9591,10.2541,0.0034,14.7577,2.06,V,B,bb
2457721.8799794,695.8947,0.1549,9.3534,0.0002,16.7375,2.04,V,G,bb
2457735.8408588,534.6996,0.6316,9.6395,0.0013,15.2112,1.67,V,G,bb
2457737.8365186,697.2047,0.2113,9.3514,0.0003,16.4002,1.72,V,G,bb
2457744.8114645,701.6096,0.2798,9.3445,0.0004,16.0951,2.02,V,G,bb
2457745.801341,694.7454,0.2010,9.3552,0.0003,16.4546,2.12,V,G,bb
2457746.8092411,691.8026,0.2190,9.3598,0.0003,16.3615,2.17,V,G,bb
2457747.8058117,690.4802,0.2025,9.3619,0.0003,16.4463,2.07,V,G,bb
2457748.8145574,-112.7433,1.4378,14.3181,99.9990,14.3181,2.29,V,B,bb
2457749.8039641,-498.3227,1.6376,14.1769,99.9990,14.1769,2.41,V,G,bb
2457755.7800617,706.5530,0.2498,9.3369,0.0004,16.2183,1.64,V,G,bb
2457756.7745344,685.8006,0.1781,9.3693,0.0003,16.5855,2.02,V,G,bb
2457757.7096855,701.4569,0.2125,9.3448,0.0003,16.3938,2.24,V,G,bb
2457758.7139897,700.0256,0.2223,9.3470,0.0003,16.3448,2.01,V,G,bb
2457759.7105902,696.5335,0.2048,9.3524,0.0003,16.4340,2.13,V,G,bb
2457761.753288,693.2022,0.1876,9.3576,0.0003,16.5292,1.79,V,G,bb
2457763.7354018,683.9250,0.2072,9.3723,0.0003,16.4214,2.03,V,G,bb
2457764.7432026,666.3900,0.3584,9.4005,0.0006,15.8266,1.86,V,G,bb
2457765.7513733,540.6862,0.6356,9.6274,0.0013,15.2044,1.68,V,G,bb
2457766.7480283,698.1959,0.2131,9.3498,0.0003,16.3908,1.71,V,G,bb
2457769.7341575,681.1916,0.1908,9.3766,0.0003,16.5107,2.13,V,G,bb
2457771.7041898,677.9220,0.2869,9.3818,0.0005,16.0682,2.41,V,G,bb
2457773.7240901,676.4257,0.2364,9.3842,0.0004,16.2783,2.29,V,G,bb
2457776.7178245,639.1944,0.3873,9.4457,0.0007,15.7423,2.04,V,B,bb
2457779.7074214,689.8113,0.2136,9.3630,0.0003,16.3884,2.00,V,G,bb
2457904.1186771,619.4431,0.5643,9.4798,0.0010,15.3336,2.05,V,G,bb
2457909.1203232,460.8889,0.8031,9.8008,0.0019,14.9505,1.78,V,G,bb
2457910.098178,633.5922,0.3990,9.4553,0.0007,15.7100,1.74,V,B,bb
2457912.0950231,631.1439,0.4250,9.4595,0.0007,15.6414,1.81,V,G,bb
2457914.0916962,639.2443,0.4958,9.4456,0.0008,15.4741,1.70,V,G,bb
2457915.095654,616.6178,0.4574,9.4847,0.0008,15.5616,1.71,V,G,bb
2457921.1010022,640.9377,0.3846,9.4427,0.0007,15.7499,1.62,V,G,bb
2457927.0705148,641.5384,0.3903,9.4417,0.0007,15.7338,1.68,V,G,bb
2457932.0554784,657.4413,0.3264,9.4151,0.0005,15.9279,1.68,V,G,bb
2457935.0487182,645.0954,0.3730,9.4357,0.0006,15.7831,2.00,V,G,bb
2457939.0332017,635.6223,0.3878,9.4518,0.0007,15.7408,1.79,V,G,bb
2457940.0371231,652.5414,0.3688,9.4233,0.0006,15.7953,1.69,V,G,bb
2457941.033237,658.9854,0.3767,9.4126,0.0006,15.7724,1.70,V,G,bb
2457958.049828,650.9501,0.3957,9.4259,0.0007,15.7189,1.78,V,G,bb
2457959.0145497,659.4184,0.4029,9.4119,0.0007,15.6993,1.70,V,G,bb
2457961.0555982,671.4249,0.2755,9.3923,0.0004,16.1122,1.72,V,G,bb
2457966.9662195,648.1339,0.3482,9.4306,0.0006,15.8578,1.63,V,G,bb
2457969.9580005,648.0191,0.3768,9.4308,0.0006,15.7720,2.01,V,G,bb
2457971.003244,614.4695,0.4689,9.4885,0.0008,15.5347,2.00,V,B,bb
2457971.9495912,618.6592,0.6486,9.4812,0.0011,15.1824,1.70,V,B,bb
2457972.9451008,580.9352,0.5732,9.5495,0.0011,15.3167,1.63,V,G,bb
2457973.952372,658.4180,0.6465,9.4135,0.0011,15.1860,1.71,V,B,bb
2457974.9896307,677.8599,0.3402,9.3819,0.0005,15.8831,1.69,V,G,bb
2457978.0334869,685.2764,0.2793,9.3701,0.0004,16.0972,1.74,V,G,bb
2457981.0813555,698.1410,0.2049,9.3499,0.0003,16.4337,1.77,V,G,bb
2457982.0693321,682.9354,0.1998,9.3738,0.0003,16.4608,1.73,V,G,bb
2457984.0718907,703.8907,0.2154,9.3410,0.0003,16.3793,1.64,V,G,bb
2457989.0701935,676.4482,0.2406,9.3842,0.0004,16.2589,1.63,V,G,bb
2457992.0778622,695.5149,0.1390,9.3540,0.0002,16.8551,1.67,V,G,bb
2457995.884735,529.7303,0.6416,9.6496,0.0013,15.1941,1.85,V,G,bb
2457996.9157533,664.9402,0.3162,9.4028,0.0005,15.9624,1.74,V,G,bb
2457998.0504994,679.6773,0.2862,9.3790,0.0005,16.0706,1.80,V,G,bb
2457998.8634715,650.3796,0.4258,9.4269,0.0007,15.6395,1.77,V,G,bb
2457999.9228679,380.2767,1.0071,10.0095,0.0029,14.7047,1.70,V,B,bb
2458000.8676002,648.1145,0.4130,9.4307,0.0007,15.6725,1.74,V,G,bb
2458001.8707693,636.9225,0.3868,9.4496,0.0007,15.7436,1.83,V,G,bb
2458002.8761972,646.8290,0.4775,9.4328,0.0008,15.5150,2.05,V,G,bb
2458003.9345224,666.5114,0.4778,9.4003,0.0008,15.5142,1.78,V,G,bb
2458007.0800494,653.8363,0.3228,9.4211,0.0005,15.9399,2.07,V,G,bb
2458013.060598,675.8637,0.2755,9.3851,0.0004,16.1119,1.65,V,G,bb
2458014.0632608,668.3085,0.2654,9.3973,0.0004,16.1524,1.64,V,G,bb
2458016.0774905,647.1932,0.3690,9.4322,0.0006,15.7949,1.70,V,G,bb
2458017.7603083,719.8433,0.5963,9.2570,0.0009,15.2140,1.44,g,G,br
2458018.0774866,647.9789,0.3429,9.4309,0.0006,15.8743,1.70,V,G,bb
2458019.7545801,664.1614,0.6711,9.3444,0.0011,15.0856,1.49,g,G,br
2458020.0631953,669.1817,0.2746,9.3959,0.0004,16.1155,1.66,V,G,bb
2458021.062476,656.3208,0.3308,9.4170,0.0005,15.9135,1.65,V,G,bb
2458022.0579547,665.3392,0.2741,9.4022,0.0004,16.1177,1.74,V,G,bb
2458022.8106691,638.3427,0.3977,9.4471,0.0007,15.7135,1.84,V,G,bb
2458023.8307114,352.2391,9.1844,10.0927,0.0283,12.3047,1.77,V,B,bb
2458026.7890966,618.4323,0.4490,9.4816,0.0008,15.5818,1.70,V,G,bb
2458028.7875843,620.5936,0.4619,9.4778,0.0008,15.5510,1.69,V,G,bb
2458029.9511554,681.3631,0.2762,9.3763,0.0004,16.1094,1.71,V,G,bb
2458032.9409111,501.4354,0.7394,9.7092,0.0016,15.0401,1.99,V,G,bb
2458034.0087935,626.9828,0.4309,9.4666,0.0007,15.6263,1.62,V,G,bb
2458034.86667,664.8285,0.6437,9.3433,0.0011,15.1309,1.59,g,G,br
2458035.9079091,660.7605,0.6493,9.3500,0.0011,15.1216,1.56,g,G,br
2458037.0148485,652.5245,0.3385,9.4233,0.0006,15.8886,1.65,V,G,bb
2458038.0141758,640.2829,0.3664,9.4439,0.0006,15.8024,1.71,V,G,bb
2458039.9080941,556.7233,0.5776,9.5360,0.0011,15.2485,1.48,g,G,br
2458044.8328421,577.0912,0.6021,9.4970,0.0011,15.2035,1.54,g,G,br
2458045.8319334,434.1498,0.3572,9.8060,0.0009,15.7702,1.54,g,B,br
2458045.9160381,656.6728,0.3326,9.4164,0.0006,15.9074,2.01,V,G,bb
2458046.8246311,623.4644,0.4216,9.4728,0.0007,15.6502,2.42,V,G,bb
2458047.7929746,659.6693,0.3034,9.4115,0.0005,16.0075,2.06,V,G,bb
2458047.8494372,661.3908,0.6740,9.3489,0.0011,15.0810,1.60,g,G,br
2458048.7895655,640.0177,0.3800,9.4443,0.0006,15.7629,1.74,V,G,bb
2458048.8337915,561.3984,0.5886,9.5269,0.0011,15.2282,2.03,g,G,br
2458049.7736158,359.4750,1.0095,10.0706,0.0031,14.7021,1.65,V,B,bb
2458049.8299888,670.7291,0.6862,9.3337,0.0011,15.0614,1.66,g,G,br
2458050.6844532,583.9906,0.6140,9.4841,0.0011,15.1823,1.45,g,G,br
2458052.6522635,675.1007,0.6878,9.3266,0.0011,15.0590,2.01,g,G,br
2458053.6242121,558.2560,0.5802,9.5330,0.0011,15.2437,1.47,g,G,br
2458054.6019463,645.9497,0.6260,9.3746,0.0011,15.1612,1.50,g,G,br
2458055.590274,643.7141,0.6250,9.3783,0.0011,15.1630,1.62,g,G,br
2458057.6227712,627.9585,0.5962,9.4052,0.0010,15.2142,2.08,g,G,br
2458058.7110717,579.3357,0.5151,9.4927,0.0010,15.3730,1.58,g,G,br
2458059.6911139,608.1177,0.6896,9.4998,0.0012,15.1159,1.70,V,G,bb
2458059.7251731,564.5133,0.4750,9.5209,0.0009,15.4608,1.44,g,G,br
2458062.6978673,613.9148,0.4935,9.4895,0.0009,15.4791,1.84,V,G,bb
2458062.8137152,456.3450,0.4014,9.7518,0.0010,15.6437,1.75,g,G,br
2458063.7400003,635.5140,0.3913,9.4520,0.0007,15.7310,1.70,V,G,bb
2458063.8514472,621.4890,1.1234,9.4165,0.0020,14.5263,1.48,g,B,br
2458064.8565548,440.4973,0.4368,9.7902,0.0011,15.5520,1.51,g,B,br
2458066.7528065,624.2361,0.4345,9.4714,0.0008,15.6173,1.73,V,B,bb
2458066.8425481,649.4270,0.6337,9.3687,0.0011,15.1479,1.73,g,G,br
2458067.7545377,642.6810,0.3648,9.4398,0.0006,15.8072,1.65,V,G,bb
2458067.8421688,643.1817,0.6269,9.3792,0.0011,15.1596,1.64,g,G,br
2458069.8328942,550.9857,0.5604,9.5472,0.0011,15.2814,1.36,g,G,br
2458070.742475,629.1036,0.3984,9.4630,0.0007,15.7115,1.85,V,G,bb
2458071.7382985,609.1563,0.4541,9.4980,0.0008,15.5695,2.20,V,G,bb
2458072.7343962,618.6286,0.4251,9.4812,0.0007,15.6412,1.79,V,G,bb
2458072.754706,660.2350,0.6506,9.3508,0.0011,15.1194,1.49,g,G,br
2458074.7479451,656.1881,0.6454,9.3575,0.0011,15.1281,1.44,g,G,br
2458074.9140766,644.4740,0.3417,9.4368,0.0006,15.8781,1.71,V,G,bb
2458075.743712,662.4532,0.6476,9.3472,0.0011,15.1244,1.49,g,G,br
2458075.9101303,642.9138,0.3595,9.4394,0.0006,15.8232,1.69,V,G,bb
2458076.9100835,462.6529,0.8224,9.7966,0.0019,14.9247,1.75,V,B,bb
2458077.7362596,651.3199,0.6387,9.3656,0.0011,15.1394,1.60,g,G,br
2458077.9068342,618.1280,0.4402,9.4821,0.0008,15.6031,2.07,V,G,bb
2458078.9069317,647.1918,0.3699,9.4322,0.0006,15.7922,1.84,V,G,bb
2458079.7365046,653.2255,0.6319,9.3624,0.0011,15.1509,1.99,g,G,br
2458079.9028478,646.1987,0.3573,9.4339,0.0006,15.8298,1.70,V,G,bb
2458080.6839625,652.1234,0.6383,9.3642,0.0011,15.1402,1.58,g,G,br
2458081.5881676,640.2420,0.6126,9.3842,0.0010,15.1847,2.09,g,G,br
2458082.5587269,552.4522,0.5599,9.5443,0.0011,15.2824,1.84,g,G,br
2458082.7299146,651.4037,0.3511,9.4252,0.0006,15.8489,2.00,V,G,bb
2458083.5512103,656.9546,0.6403,9.3562,0.0011,15.1367,1.57,g,G,br
2458084.5476323,637.1542,0.6072,9.3895,0.0010,15.1944,1.98,g,G,br
2458085.6179146,564.7255,0.5956,9.5205,0.0011,15.2153,1.65,g,G,br
2458087.7882202,518.5251,0.5020,9.6131,0.0011,15.4009,2.10,g,G,br
2458091.8690158,625.4358,0.4229,9.4693,0.0007,15.6467,2.17,V,G,bb
2458092.5587901,651.0339,0.6216,9.3661,0.0010,15.1689,1.53,g,G,br
2458097.8517457,640.1110,0.3771,9.4441,0.0006,15.7713,1.74,V,G,bb
2458099.6862124,562.1035,0.5691,9.5255,0.0011,15.2646,1.52,g,G,br
2458099.8367293,510.7324,0.6613,9.6893,0.0014,15.1614,2.04,V,B,bb
2458100.6597523,667.6888,0.6651,9.3386,0.0011,15.0953,1.57,g,G,br
2458101.6570702,550.2282,0.5480,9.5487,0.0011,15.3056,1.47,g,G,br
2458103.6688317,547.5146,0.5531,9.5541,0.0011,15.2956,1.51,g,G,br
2458104.6649892,644.2322,0.6088,9.3775,0.0010,15.1915,1.62,g,G,br
2458105.661719,656.1375,0.6325,9.3576,0.0010,15.1500,1.50,g,G,br
2458107.7430914,632.7771,0.6043,9.3969,0.0010,15.1996,1.60,g,G,br
2458110.553561,519.0284,0.4898,9.6121,0.0010,15.4277,1.72,g,G,br
2458111.8075298,632.6346,0.4030,9.4569,0.0007,15.6991,2.18,V,G,bb
2458112.5525795,616.2089,0.5527,9.4257,0.0010,15.2964,1.55,g,G,br
2458112.8175158,637.9977,0.3827,9.4477,0.0007,15.7552,2.27,V,G,bb
2458113.5903181,664.3297,0.6496,9.3441,0.0011,15.1210,1.49,g,G,br
2458114.635026,357.8797,0.8392,10.0157,0.0025,14.8429,1.45,g,B,br
2458115.6467569,489.7191,1.0404,9.6752,0.0023,14.6097,1.62,g,B,br
2458116.7819803,614.4611,0.4488,9.4885,0.0008,15.5822,2.44,V,G,bb
2458117.7362225,674.1572,0.2874,9.3879,0.0005,16.0660,1.93,V,G,bb
2458117.7363707,619.5924,0.5649,9.4198,0.0010,15.2727,1.60,g,G,br
2458118.5772306,495.1678,0.4713,9.6632,0.0010,15.4695,1.66,g,G,br
2458121.7904089,628.8527,0.4253,9.4634,0.0007,15.6407,1.66,V,G,bb
2458122.6999425,-197.8354,1.6077,14.1371,99.9990,14.1371,1.61,g,B,br
2458122.7676462,601.1123,0.5300,9.5124,0.0010,15.4017,1.67,V,B,bb
2458123.7730933,645.1503,0.3833,9.4356,0.0006,15.7535,2.02,V,B,bb
2458124.7311205,505.2709,0.4682,9.6413,0.0010,15.4765,1.50,g,G,br
2458124.7722958,646.1694,0.4219,9.4339,0.0007,15.6492,2.02,V,G,bb
2458125.7689102,621.8229,0.4210,9.4756,0.0007,15.6517,2.19,V,B,bb
2458126.7691298,627.1362,0.4145,9.4664,0.0007,15.6685,2.22,V,G,bb
2458127.762973,653.1329,0.3552,9.4223,0.0006,15.8363,2.06,V,G,bb
2458128.6921083,499.0601,0.4561,9.6547,0.0010,15.5049,1.52,g,G,br
2458128.7622609,652.2772,0.3701,9.4237,0.0006,15.7915,1.88,V,G,bb
2458129.6685716,619.4909,0.5825,9.4200,0.0010,15.2393,2.06,g,G,br
2458129.7586799,233.0691,1.0831,10.5411,0.0051,14.6257,1.70,V,B,bb
2458130.6618624,642.3268,0.6177,9.3807,0.0010,15.1757,1.49,g,G,br
2458130.7530983,679.0991,0.2211,9.3799,0.0004,16.3507,1.70,V,G,bb
2458131.7520033,648.8807,0.3470,9.4294,0.0006,15.8615,1.69,V,G,bb
2458132.6504908,632.8380,0.5968,9.3968,0.0010,15.2130,1.54,g,G,br
2458132.7255056,668.0858,0.2810,9.3977,0.0005,16.0905,2.00,V,G,bb
2458133.6473544,629.0103,0.5899,9.4034,0.0010,15.2256,1.46,g,G,br
2458133.7181747,667.5601,0.2698,9.3986,0.0004,16.1346,1.75,V,G,bb
2458134.7190463,673.5478,0.2561,9.3889,0.0004,16.1911,1.77,V,G,bb
2458135.707577,668.9867,0.2867,9.3962,0.0005,16.0689,1.78,V,G,bb
2458136.7100058,665.3048,0.2823,9.4022,0.0005,16.0855,2.15,V,G,bb
2458137.6094629,544.9152,0.5476,9.5592,0.0011,15.3065,1.56,g,G,br
2458137.727677,648.4637,0.3364,9.4301,0.0006,15.8952,2.12,V,G,bb
2458138.5690438,551.0454,0.5514,9.5471,0.0011,15.2989,1.50,g,G,br
2458138.7242953,660.1563,0.2995,9.4107,0.0005,16.0214,1.76,V,G,bb
2458139.5621978,643.1039,0.6141,9.3794,0.0010,15.1821,1.87,g,G,br
2458141.5596608,642.4521,0.6146,9.3805,0.0010,15.1811,1.76,g,G,br
2458142.5713646,527.8699,0.5137,9.5937,0.0011,15.3759,1.92,g,G,br
2458143.5866899,635.9427,0.6087,9.3915,0.0010,15.1916,1.47,g,G,br
2458144.6206333,625.1713,0.5850,9.4101,0.0010,15.2347,1.60,g,G,br
2458145.665754,581.5241,0.4934,9.4886,0.0009,15.4197,2.09,g,G,br
2458153.6525286,567.8270,0.4542,9.5145,0.0009,15.5095,1.51,g,G,br
2458154.6150232,609.7279,0.5598,9.4372,0.0010,15.2825,1.50,g,G,br
2458155.6259552,609.3022,0.5537,9.4380,0.0010,15.2945,1.48,g,G,br
2458157.5794487,617.6500,0.5858,9.4232,0.0010,15.2333,2.21,g,G,br
2458158.6166488,175.4516,0.6399,10.7897,0.0040,15.1373,1.50,g,G,br
2458159.6138151,496.5243,0.4173,9.6602,0.0009,15.6016,1.53,g,B,br
2458160.5737505,594.0396,0.5092,9.4655,0.0009,15.3854,1.67,g,B,br
2458161.6076195,478.5936,0.4137,9.7001,0.0009,15.6108,1.59,g,G,br
2458162.5784578,615.6514,0.5631,9.4267,0.0010,15.2762,1.48,g,G,br
2458163.5752974,518.5213,0.4996,9.6131,0.0010,15.4061,1.53,g,G,br
2458164.6051908,536.8246,0.3706,9.5755,0.0008,15.7302,2.21,g,G,br
2458170.5721335,614.3782,0.5568,9.4290,0.0010,15.2883,1.47,g,G,br
2458171.5757985,597.2308,0.5178,9.4597,0.0009,15.3672,2.00,g,G,br
2458173.5729187,489.7270,0.4560,9.6752,0.0010,15.5051,1.60,g,G,br
2458174.5742759,498.4905,0.4545,9.6559,0.0010,15.5087,1.58,g,G,br
2458281.9362635,404.5499,0.1774,9.8826,0.0005,16.5301,1.46,g,G,br
2458282.9366646,271.4720,0.5046,10.3158,0.0020,15.3952,1.51,g,G,br
2458285.0895318,671.2756,0.2727,9.3925,0.0004,16.1231,2.02,V,G,bb
2458287.0661064,643.9982,0.3386,9.4376,0.0006,15.8883,2.02,V,G,bb
2458291.0754714,668.7585,0.2686,9.3966,0.0004,16.1397,2.06,V,G,bb
2458291.9163176,451.3375,0.3467,9.7638,0.0008,15.8028,1.42,g,G,br
2458293.9500102,452.4698,0.3501,9.7611,0.0008,15.7921,1.61,g,G,br
2458295.0648299,684.0267,0.2196,9.3721,0.0003,16.3583,1.65,V,G,bb
2458297.0662753,682.0273,0.2500,9.3753,0.0004,16.2174,1.98,V,G,bb
2458298.0570188,667.5014,0.3079,9.3987,0.0005,15.9914,2.18,V,G,bb
2458299.0991594,703.1355,0.2556,9.3422,0.0004,16.1933,1.68,V,G,bb
2458305.1105888,688.7926,0.1969,9.3646,0.0003,16.4767,1.66,V,B,bb
2458309.0700856,698.5138,0.2013,9.3493,0.0003,16.4528,1.98,V,G,bb
2458311.0570188,284.3046,1.1090,10.3253,0.0042,14.6000,1.65,V,B,bb
2458312.077485,697.6482,0.2372,9.3507,0.0004,16.2746,1.65,V,G,bb
2458312.9517692,463.1829,0.3651,9.7357,0.0009,15.7465,1.43,g,G,br
